Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Speculation Ratio,Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.),options/futures,open,high,low ,close
2025-10-23,NIFTY,155396,11654700,30463.84,67605178,5070388350,13199177.64,13229641.48,116842.34,113.2264338,53072.93,35819618,46774226.43,433.2736004,26057.2,26104.2,25862.45,25891.4
2025-10-24,NIFTY,141796,10634700,27550.77,121342984,9100723800,23593433.35,23620984.12,89132.4,265.0100762,40831.76,28741003,46640467.63,856.3620309,25935.1,25944.15,25718.2,25795.15
2025-10-28,NIFTY,226664,16999800,44224.95,321202411,24090180825,62499000.8,62543225.75,116153.19,538.4546542,50601.05,33701034,46854079.88,1413.206817,25939.95,26041.7,25810.05,25936.2
2025-10-29,NIFTY,87938,6582310,17268.18,51196363,3839543675,10039411.11,10056679.29,112298.42,89.55316816,45953.85,31843445,47167210.02,581.3821208,25982,26097.85,25960.3,26053.9
2025-10-30,NIFTY,89900,6730000,17553.47,55508896,4163025590,10862087.66,10879641.13,102485.84,106.1575056,61767.19,30741284,46978575.79,618.8000242,25984.4,26032.05,25845.25,25877.85
2025-10-31,NIFTY,95104,7119750,18495.13,103250673,7743655255,20120603.53,20139098.66,110386.57,182.4415657,44357.79,32154551,46766909.04,1087.88657,25863.8,25953.75,25711.2,25722.1
2025-11-03,NIFTY,68991,5164285,13370.98,128988729,9673950395,25000616.09,25013987.07,99211.02,252.129119,55562.5,32491942,46990776.11,1869.76692,25696.85,25803.1,25645.5,25763.35
2025-11-04,NIFTY,82485,6170035,15909.12,281018065,21076032365,54245445.59,54261354.71,103983.71,521.8255312,43779.53,31458078,46722936.63,3409.707488,25744.75,25787.4,25578.4,25597.65
2025-11-06,NIFTY,66853,5000335,12853.42,57203880,4290042390,11044932.38,11057785.8,114454.44,96.61299116,41848.14,36237314,46324005.92,859.2991111,25593.35,25679.15,25491.55,25509.7
2025-11-07,NIFTY,102249,7647805,19544.49,115356944,8651426500,22107115.42,22126659.91,118390.89,186.8949537,43674.99,33294438,46372214.72,1131.117538,25433.8,25551.25,25318.45,25492.3
2025-11-10,NIFTY,53437,3995885,10275.38,122953355,9221306195,23621545.86,23631821.24,101317.69,233.2447694,36163.79,33019837,46559562.22,2298.848885,25503.5,25653.45,25503.5,25574.35
2025-11-11,NIFTY,96502,7219020,18562.14,338231120,25367008590,64996555.91,65015118.05,104375.46,622.8965894,51122.26,32888070,46665392.85,3501.565871,25617,25715.8,25449.25,25694.95
2025-11-12,NIFTY,80814,6039760,15698.54,44917769,3368435985,8728986.32,8744684.86,115992.45,75.39012117,49132.24,34087629,47152565.56,556.0380978,25834.3,25934.55,25781.15,25875.8
2025-11-13,NIFTY,79517,5940375,15461.01,54847064,4113216840,10679233.1,10694694.11,110637.5,96.66427848,51517.12,33286805,47101974.74,690.7202764,25906.1,26010.7,25808.4,25879.15
2025-11-14,NIFTY,121937,9116635,23638.31,120522512,9038793590,23436856.06,23460494.37,112397.08,208.728682,56120.19,31193755,47186860.52,991.4776505,25767.9,25940.2,25740.8,25910.05
2025-11-17,NIFTY,64342,4809330,12538.11,113903000,8542382030,22187799.52,22200337.63,99600.19,222.8945309,47477.58,31451804,47434447.85,1769.628718,25948.2,26024.2,25906.35,26013.45
2025-11-18,NIFTY,81758,6113720,15897.84,284066462,21304644060,55340166.5,55356064.34,117064.74,472.8671019,44954.79,31257680,47219942.59,3480.986505,26021.8,26029.85,25876.5,25910.05
2025-11-19,NIFTY,85036,6355250,16557.88,48894767,3666638575,9543478.96,9560036.84,98010.09,97.54135355,44996.5,31382569,47328188.96,576.3708253,25918.1,26074.65,25856.2,26052.65
2025-11-20,NIFTY,145015,10833935,28451.9,49563764,3716658960,9702621.89,9731073.79,96628.32,100.7062297,47720.82,29327204,47388163.88,341.0184167,26132.1,26246.65,26063.2,26192.15
2025-11-21,NIFTY,182278,13615520,35668.24,92222720,6916205980,18083905.58,18119573.82,90836.23,199.4751854,41101.35,28420944,46968660.9,507.0030251,26109.55,26179.2,26052.2,26068.15
2025-11-24,NIFTY,191939,14352595,37552.84,115791438,8683856690,22683561,22721113.84,154230.67,147.3190374,45342.37,33483706,46688955.02,604.043822,26122.8,26142.8,25912.15,25959.5
2025-11-25,NIFTY,161560,12051720,31405.19,266869384,20014506410,52060162.74,52091567.93,87713.53,593.882927,36692.3,28621974,46704219.65,1657.692972,25998.5,26032.6,25857.5,25884.8
2025-11-26,NIFTY,104380,7760270,20419.64,51003777,3824006205,10012058.66,10032478.3,94725.02,105.9115986,34968.77,27722694,47252066.26,490.3151407,25842.95,26215.15,25842.95,26205.3
2025-11-27,NIFTY,71936,5327410,14077.9,59262983,4443514845,11668724.05,11682801.95,84815.42,137.7438436,35933.6,27297487,47195018.75,828.8682296,26261.25,26310.45,26141.9,26215.55
2025-11-28,NIFTY,43860,3258100,8606.86,80154090,6010867660,15781050.3,15789657.16,82568.35,191.2313515,34807.69,26826080,47209253.19,1833.543278,26237.45,26280.75,26172.4,26202.95
2025-12-01,NIFTY,70371,5224945,13789.4,135590516,10168336140,26695913.84,26709703.24,85216.3,313.434205,41278.53,30658622,47200401.62,1935.973562,26325.8,26325.8,26124.2,26175.75
2025-12-02,NIFTY,73378,5447230,14297.32,286305449,21471920465,56081136.54,56095433.86,93813.57,597.9458394,48777.82,28872582,47020220.01,3922.492925,26087.95,26154.6,25997.85,26032.2
2025-12-03,NIFTY,79784,5921110,15464.07,49915797,3742463335,9774978.48,9790442.55,93381.69,104.8432787,47700.97,30266133,46737987.21,632.1090424,26004.9,26066.45,25891,25986
2025-12-04,NIFTY,65605,4873065,12755.8,53374787,4002028765,10442011.51,10454767.31,88337,118.3509437,45819.19,28516989,46761120.48,818.6089081,25981.85,26098.25,25938.95,26033.75
2025-12-05,NIFTY,85209,6327525,16637.21,109136983,8183317695,21397774.34,21414411.55,91780.56,233.3218663,43824.51,27964526,46858491.09,1286.139583,25999.8,26202.6,25985.35,26186.45
2025-12-08,NIFTY,97167,7197315,18837.44,157571077,11815635245,30863704.14,30882541.58,96755.79,319.1802948,42661.54,33701554,46154190.16,1638.423487,26159.8,26178.7,25892.25,25960.55
2025-12-09,NIFTY,100662,7451900,19355.59,367371920,27550069180,71371355.66,71390711.25,106148.28,672.5564583,46336.56,34342857,46257605.56,3687.376911,25867.1,25923.65,25728,25839.65
2025-12-10,NIFTY,73747,5457875,14164.66,65042264,4875543340,12668058.51,12682223.17,95826.74,132.3453471,41719.31,31032482,46173431.59,894.3425758,25864.05,25947.65,25734.55,25758
2025-12-11,NIFTY,81665,6050695,15711.1,67753501,5079150445,13176229.37,13191940.47,79300.78,166.3532246,39357.71,26535992,46421113.6,838.6573423,25771.4,25922.8,25693.25,25898.55
2025-12-12,NIFTY,70759,5238935,13691.11,98997870,7422140040,19323962.13,19337653.24,86390.02,223.8412868,42776.6,27286400,46785599.54,1411.424065,25971.2,26057.6,25938.45,26046.95
2025-12-15,NIFTY,67301,4977345,12983.01,132569844,9939839750,25852825.46,25865808.47,79972.97,323.4318854,43305.48,28464885,46827255.87,1991.281333,25930.05,26047.15,25904.75,26027.3
2025-12-16,NIFTY,72686,5372490,13967.16,264954978,19868113490,51555999.72,51569966.88,83984.54,614.04119,39374.81,28265852,46532655.59,3691.229979,25951.5,25980.75,25834.35,25860.1
2025-12-17,NIFTY,54857,4046945,10495.31,47194778,3534874770,9189245,9199740.31,85179.75,108.0038426,40759.53,28077055,46381903.84,875.5572727,25902.4,25929.15,25770.35,25818.55
2025-12-18,NIFTY,76491,5653805,14654.75,55828329,4181345995,10850567.54,10865222.29,87865.32,123.6576876,43797.69,29913405,46350554.12,740.4130088,25764.7,25902.35,25726.3,25815.55
2025-12-19,NIFTY,71512,5271190,13721.42,83374250,6246259530,16218662.19,16232383.61,124141.41,130.7572035,52776.07,34096579,46887135.84,1181.995901,25911.5,25993.35,25880.45,25966.4
2025-12-22,NIFTY,64375,4662345,12227.67,82859906,6204163700,16176923.54,16189151.21,97458.45,166.1133664,50434.21,31967576,47284319.8,1322.976785,26055.85,26180.7,26047.8,26172.4
2025-12-23,NIFTY,56819,4104165,10779.03,248375438,18616462310,48724828.16,48735607.19,89155.76,546.6344204,46621.63,30592887,47347282.46,4520.335147,26205.2,26233.55,26119.05,26177.15
2025-12-24,NIFTY,68435,4889575,12841.89,41541487,3093638675,8113795.6,8126637.49,86241.02,94.23169496,43037.32,28546154,47263577.63,631.8225433,26170.65,26236.4,26123,26142.1
2025-12-26,NIFTY,141751,10008665,26171.73,62154169,4627155495,12108768.92,12134940.65,81553.79,148.7967714,42502.34,27145816,47158339.76,462.6659728,26121.25,26144.2,26008.6,26042.3
2025-12-29,NIFTY,186288,12971850,33828.6,102336145,7610830485,19846272.37,19880100.97,103927.9,191.2874307,54241.97,32394437,46950306.66,586.6714073,26063.35,26106.8,25920.3,25942.1
2025-12-30,NIFTY,187370,12896200,33564.95,254828366,18998047700,49345698.74,49379263.69,141795.39,348.2430824,56318.72,38942416,46918776.39,1470.155586,25940.9,25976.75,25878,25938.85
2026-01-01,NIFTY,33907,2203955,5799.65,49003536,3185229840,8337828.47,8343628.12,80232.39,103.9932641,60232.28,24411272,47479193.61,1437.643387,26173.3,26197.55,26113.4,26146.55
2026-01-02,NIFTY,69918,4544670,12010.65,89895195,5843187675,15340165.43,15352176.08,102438.51,149.8672333,57032.98,31153061,47902766.52,1277.213592,26155.1,26340,26118.4,26328.55
2026-01-05,NIFTY,87196,5667740,14971.97,171285592,11133563480,29300396.23,29315368.2,104602.45,280.255082,53878.58,33595563,47846939.33,1957.016761,26333.7,26373.2,26210.05,26250.3
2026-01-06,NIFTY,71778,4665570,12282.95,336112065,21847284225,57274476.97,57286759.92,109454.06,523.3863405,48452.63,33227364,47747633.82,4662.925191,26189.7,26273.95,26124.75,26178.7
2026-01-07,NIFTY,61148,3974620,10434.98,67203099,4368201435,11461814.99,11472249.97,106463.18,107.7579119,44627.54,31970919,47781322.41,1098.403158,26143.1,26187.15,26067.9,26140.75
2026-01-08,NIFTY,118330,7691450,20065.95,80218924,5214230060,13630192.7,13650258.65,108954.13,125.2844537,48825.02,35426819,47010495.61,679.269743,26106.5,26133.2,25858.45,25876.85
2026-01-09,NIFTY,103197,6707805,17362.31,144725740,9407173100,24375592.13,24392954.44,106746.84,228.5121924,62231.66,33708579,46556704.04,1403.937156,25840.4,25940.6,25623,25683.3
2026-01-12,NIFTY,136610,8879650,22880.04,231856657,15070682705,38812915.2,38835795.24,103691.69,374.5314137,52689.36,35546715,46636650.47,1696.365706,25669.05,25813.15,25473.4,25790.25
2026-01-13,NIFTY,97217,6319105,16309.87,473418096,30772176240,79311951.74,79328261.61,101636.97,780.5059676,48038.86,29941951,46576776.68,4862.819369,25897.35,25899.8,25603.3,25732.3
2026-01-14,NIFTY,79692,5179980,13352.19,67432340,4383102100,11328142.44,11341494.63,109538.1,103.5392674,48714.96,31138747,46607946.9,848.410818,25648.55,25791.75,25603.95,25665.6
2026-01-16,NIFTY,104640,6801600,17584.19,150947908,9811614020,25352521.02,25370105.21,125067.43,202.8514155,57419.68,35656568,46574929.24,1441.779293,25696.05,25873.5,25662.4,25694.35
2026-01-19,NIFTY,90939,5911035,15150.49,188068671,12224463615,31374199.47,31389349.96,111002.74,282.7799562,57757.5,32647305,46340469.72,2070.837278,25653.1,25653.3,25494.35,25585.5
2026-01-20,NIFTY,126980,8253700,20998.15,402755827,26179128755,66710251.36,66731249.51,125153.83,533.1938264,69708.55,39312494,45380631.51,3176.958511,25580.3,25585,25171.35,25232.5
2026-01-21,NIFTY,217951,14166815,35732.63,102791341,6681437165,16935242.81,16970975.44,134135.9,126.5207557,79069.05,42570096,45203073.73,473.9433624,25141,25300.95,24919.8,25157.5
2026-01-22,NIFTY,248941,16181165,41037.29,92735993,6027839545,15286981.68,15328018.97,129532.89,118.333027,67827.96,37892192,45622137.7,372.5144053,25344.15,25435.75,25168.5,25289.9
2026-01-23,NIFTY,211277,13733005,34699.72,153778416,9995597040,25295605.09,25330304.81,119314.12,212.2993055,56094.84,36037938,44927292.05,728.9858561,25344.6,25347.95,25025.3,25048.65
2026-01-27,NIFTY,279271,18152615,45767.36,403721820,26241918300,65997785.67,66043553.03,146643.67,450.3675681,63426.64,43501554,45109532.7,1442.027368,25063.35,25246.65,24932.55,25175.4
2026-01-28,NIFTY,118459,7699835,19580.74,48179918,3131694670,7981900.49,8001481.23,139330.51,57.42806245,61953.69,37192655,45725131.8,407.64039,25258.85,25372.1,25187.65,25342.75
2026-01-29,NIFTY,149862,9741030,24772.95,46293181,3009056765,7669684.85,7694457.8,154577.42,49.7773724,68627.6,40779473,45771476.54,309.5991737,25345,25458.15,25159.8,25418.9
2026-01-30,NIFTY,115372,7499180,19048.35,77175424,5016402560,12769376.39,12788424.74,172680.25,74.05840992,90353.82,46815437,45814429.73,670.3665352,25247.55,25370.7,25213.65,25320.65
2026-02-02,NIFTY,154607,10049455,25099.64,219247370,14251079050,35618087.43,35643187.07,129022.57,276.2554417,61248.67,42067299,45285555.17,1419.067661,24796.5,25108.1,24679.4,25088.4
2026-02-03,NIFTY,303280,19713200,51058.23,414452553,26939415945,69432357.98,69483416.21,174055.95,399.2016143,76263.95,47102015,46531427.93,1359.866137,26308.05,26341.2,25641.3,25727.55
2026-02-04,NIFTY,83317,5415605,13996.59,55509559,3608121335,9330159.93,9344156.52,135526.9,68.94687711,64293.66,39590271,46734590.11,666.6023603,25675.05,25818.55,25563.95,25776
2026-02-05,NIFTY,73363,4768595,12278.06,51278979,3333133635,8596270.09,8608548.15,114315.54,75.30514355,53156.82,35128969,46491524.29,700.1326016,25755.9,25757.65,25579.5,25642.8
2026-02-06,NIFTY,91068,5919420,15198.66,122500517,7962533605,20451228.75,20466427.41,108655.63,188.3604873,45091.73,32201702,46550471.12,1345.5942,25605.8,25703.95,25491.9,25693.7
2026-02-09,NIFTY,70547,4585555,11885.93,126350683,8212794395,21215256.6,21227142.53,114972.5,184.6279983,52449.48,35961327,47142702.46,1784.90506,25888.7,25922.25,25780.9,25867.3
2026-02-10,NIFTY,66613,4329845,11265.01,349434430,22713237950,58882015.26,58893280.27,118063.85,498.8256801,46103.35,34179733,47289983.91,5226.982955,25922.65,25989.45,25870.45,25935.15
2026-02-11,NIFTY,58454,3799510,9889.75,50988524,3314254060,8621054.24,8630943.99,112625.73,76.63385614,50104.2,33023640,47337913.51,871.7160939,25997.45,26009.4,25899.8,25953.85
2026-02-12,NIFTY,67052,4358380,11292.22,50895154,3308185010,8582031.55,8593323.77,119233.39,72.07145389,43449.12,34543982,47073345.69,759.9950718,25906.7,25906.7,25752.4,25807.2
2026-02-13,NIFTY,105126,6833190,17514.43,103286684,6713634460,17259816.96,17277331.39,123599.44,139.7848679,45725.04,36537677,46364937.4,985.4626705,25571.15,25630.35,25444.3,25471.1
2026-02-16,NIFTY,77439,5033535,12902.66,154375069,10034379485,25702976.5,25715879.16,89436.36,287.5327122,39215.78,29644831,46650857.59,1992.068031,25423.6,25697,25372.7,25682.75
2026-02-17,NIFTY,74684,4854460,12488.77,417332936,27126640840,69732968.82,69745457.59,95690.63,728.8640235,45671.12,29479854,46825430.62,5583.65386,25637.95,25764.4,25570.3,25725.4
2026-02-18,NIFTY,75101,4881565,12590.93,58285017,3788526105,9778362.79,9790953.72,92768.41,105.5418943,45521.93,28396581,47021581.8,776.6195817,25752.65,25828.05,25645.15,25819.35
2026-02-19,NIFTY,139888,9092720,23332.52,71209584,4628622960,11926682.06,11950014.58,93811.52,127.3832316,37440.37,28073528,46339942.99,511.1613345,25873.35,25885.3,25388.75,25454.35
2026-02-20,NIFTY,171606,11154390,28611.53,125859152,8180844880,20982500.71,21011112.24,92643.79,226.7946102,35098.33,27170013,46529271.1,733.3582199,25406.55,25663.55,25379.75,25571.25
2026-02-23,NIFTY,222598,14468870,37258.42,159043379,10337819635,26579119.91,26616378.33,101052.48,263.391639,49124.95,31051512,46707917.32,713.3721696,25678.4,25771.45,25609.35,25713
2026-02-24,NIFTY,209471,13615615,34809.52,371027304,24116774760,61510183.18,61544992.7,113004.6,544.6237826,49224.9,32472168,46385034.91,1767.050599,25641.8,25641.8,25327.6,25424.65
2026-02-25,NIFTY,96144,6249360,16068.29,68135241,4428790665,11361634.03,11377702.32,108503.78,104.8599627,41055.84,31214021,46569430.97,707.0842031,25512.6,25652.6,25428.2,25482.5
2026-02-26,NIFTY,64985,4224025,10834.8,69879810,4542187650,11626590.7,11637425.5,108665.76,107.0937662,45182.34,30748283,46681822.79,1073.078479,25556.3,25572.95,25400.95,25496.55
2026-02-27,NIFTY,112702,7325630,18656.62,136677163,8884015595,22603357.4,22622014.02,144962.74,156.0539903,54541.88,34269344,46175206.69,1211.546218,25459.85,25476.4,25141.3,25178.65
2026-03-02,NIFTY,160099,10406435,26013.24,469859984,30540898960,75922845.29,75948858.53,135372.72,561.0351815,61870.02,42815926,45488206.11,2918.623182,24659.25,24989.35,24603.5,24865.7
2026-03-04,NIFTY,190549,12385685,30422.59,52443732,3408842580,8481310.31,8511732.9,140954.35,60.38645065,58557.38,45563913,44559541.77,278.783309,24388.8,24602.45,24305.4,24480.5
2026-03-05,NIFTY,133276,8662940,21470.6,61056531,3968674515,9858058.73,9879529.33,124022.64,79.65907942,49299.99,37647908,45118729.23,459.1422098,24615.95,24854.2,24529.4,24765.9
2026-03-06,NIFTY,102361,6653465,16417.87,88761579,5769502635,14282578.9,14298996.77,110554.19,129.3392568,40833.39,33503488,44807154.51,869.9410399,24656.4,24700.9,24415.75,24450.45
2026-03-09,NIFTY,198639,12911535,30969.52,123314754,8015459010,19383469.6,19414439.12,116595.57,166.5109499,47095.97,40126768,43927757.31,625.8886027,23868.05,24078.15,23697.8,24028.05
2026-03-10,NIFTY,121651,7907315,19233,436431989,28368079285,68747727.41,68766960.41,114279.83,601.7418858,44557.14,35185542,44545953.24,3574.467187,24280.8,24303.8,24079.95,24261.6
2026-03-11,NIFTY,145906,9483890,22896.28,49137088,3193910720,7746758.96,7769655.24,110325.31,70.42495725,43425.85,36099737,44036647.27,338.3413795,24231.85,24299,23834.3,23866.85
2026-03-12,NIFTY,156498,10172370,24194.57,49102832,3191684080,7671168.62,7695363.19,123891.41,62.1137752,50348.45,40117363,43849735.2,317.0615812,23674.85,23833.15,23556.3,23639.15
2026-03-13,NIFTY,211668,13758420,32155.78,92384875,6005016875,14172702.84,14204858.62,121547.53,116.8666991,52708.04,41354345,42822900.4,440.7513312,23462.5,23492.4,23112,23151.1
2026-03-16,NIFTY,201333,13086645,30513.78,173474868,11275866420,26361331.64,26391845.42,124924.28,211.2627379,54879.88,41358036,42881607.96,863.9156355,23116.1,23502,22955.25,23408.8
2026-03-17,NIFTY,137637,8946405,21075.38,500247201,32516068065,76460550.59,76481625.97,107083.39,714.2249229,45017.62,35943126,43183496.13,3627.955965,23493.2,23656.8,23346.6,23581.15
2026-03-18,NIFTY,124615,8099975,19279.46,52398653,3405912445,8138390.11,8157669.57,107541.69,75.85588036,49697.41,35542598,43751362.52,422.1274927,23632.9,23862.25,23618.45,23777.8
2026-03-19,NIFTY,184277,11978005,27836.16,53555027,3481076755,8192434.2,8220270.36,112093.07,73.33433155,55121.36,36240698,42457690.08,294.3090642,23197.75,23378.7,22930.35,23002.15
2026-03-20,NIFTY,172251,11196315,26047.16,92244602,5995899130,14006326.62,14032373.78,140228.16,100.0681588,58650.75,37214734,42751115.77,537.7295114,23110.15,23345.15,23067.6,23114.5
2026-03-23,NIFTY,189147,12294555,27836.41,116356178,7563151570,17274570.72,17302407.13,130437.72,132.6488007,67223.78,46078096,41341689.92,620.5746617,22824.35,22851.7,22471.25,22512.65
2026-03-24,NIFTY,238137,15478905,35451.42,464134167,30168720855,69121024.92,69156476.34,128067.97,539.9982239,56339.25,39718597,42124961.33,1949.739247,22878.45,23057.3,22624.2,22912.4
2026-03-25,NIFTY,225166,14635790,34220.41,41351044,2687817860,6314961.14,6349181.55,126314.43,50.26489491,54749.96,39729955,42927811.41,184.5378574,23064.4,23465.35,23063.2,23306.45
2026-03-27,NIFTY,323397,21020805,48339.47,82206859,5343445835,12346645.15,12394984.62,157107.82,78.89476552,66583.13,48815341,42035071.48,255.4154017,23173.55,23186.1,22804.55,22819.6
2026-03-30,NIFTY,367478,23886070,53851.51,363607633,23634496145,53366400.58,53420252.09,146863.59,363.7406119,64740.61,45481735,41125214.61,990.9917211,22549.65,22714.1,22283.85,22331.4
2026-04-01,NIFTY,159564,10371660,23773.7,43017809,2796157585,6449113.41,6472887.11,127242.24,50.87058441,54175.39,38449296,42113927.06,271.2709174,22899,22941.3,22618.6,22679.4
2026-04-02,NIFTY,154417,10037105,22634.75,46651292,3032333980,6896787.62,6919422.37,117090.06,59.09487424,54919.87,37187328,42143699.57,304.6990853,22383.4,22782.3,22182.55,22713.1
