Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Speculation Ratio,Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.),options/futures,open,high,low ,close
2020-12-29,NIFTY,155327,11649525,16243.98,9326979,699523425,968654.46,984898.44,51610.25,19.08338828,27629.21,16609335,18572939.87,59.63159644,13910.35,13967.6,13859.9,13932.6
2020-12-30,NIFTY,213525,16014375,22354.11,11539752,865481400,1201564.93,1223919.04,51199.02,23.90512631,24504.34,15540076,18646405.94,53.75140992,13980.9,13997,13864.95,13981.95
2020-12-31,NIFTY,249449,18708675,26195.06,19259511,1444463325,2014417.14,2040612.2,55026.5,37.08417217,32580.01,16061325,18646768.6,76.90064997,13970,14024.85,13936.45,13981.75
2021-01-01,NIFTY,64130,4809750,6757.75,3811812,285885900,399634.17,406391.92,41676.77,9.751041647,27103.01,13428162,18786979.87,59.137164,13996.1,14049.85,13991.35,14018.5
2021-01-04,NIFTY,139548,10466100,14762.26,9520772,714057900,1003613.87,1018376.13,63531.97,16.02934916,42600.6,18620931,19024714.93,67.98511,14104.35,14147.95,13953.75,14132.9
2021-01-05,NIFTY,135453,10158975,14379.38,10445284,783396300,1104726.14,1119105.52,67428.01,16.59704209,37879.34,19734279,19145023.06,76.8271052,14075.15,14215.6,14048.15,14199.5
2021-01-06,NIFTY,162142,12160650,17256.29,15693104,1176982800,1665180.39,1682436.68,77834.92,21.61544818,42801.78,22016362,19106603.1,96.49701008,14240.95,14244.15,14039.9,14146.25
2021-01-07,NIFTY,103900,7792500,11088.97,20191759,1514381925,2147449.28,2158538.25,73070.73,29.54039531,39676.61,20733074,19170680.9,193.6563342,14253.75,14256.25,14123.1,14137.35
2021-01-08,NIFTY,147242,11043150,15814.85,7583216,568741200,812448.25,828263.1,75876.55,10.91592989,38132.87,21228827,19422399.64,51.37249168,14258.4,14367.3,14221.65,14347.25
2021-01-11,NIFTY,149444,11208300,16207.43,8719961,653997075,939911.28,956118.71,72142.96,13.25311174,32979.58,20767502,19513335.52,57.99261697,14474.05,14498.2,14383.1,14484.75
2021-01-12,NIFTY,124133,9309975,13542.87,9829276,737195700,1066223.25,1079766.12,81773.47,13.20435735,42431.36,21859289,19594619.76,78.72949013,14473.8,14590.65,14432.85,14563.45
2021-01-13,NIFTY,177711,13328325,19446.91,16352414,1226431050,1781608.66,1801055.57,85334.07,21.10593776,45223.33,23204300,19556239.97,91.61397158,14639.8,14653.35,14435.7,14564.85
2021-01-14,NIFTY,113658,8524350,12436.74,22689063,1701679725,2475397.95,2487834.69,70195.9,35.44131053,29426.75,19096836,19628052.71,199.0391332,14550.05,14617.8,14471.5,14595.6
2021-01-15,NIFTY,203811,15285825,22159.69,9665722,724929150,1054028.56,1076188.25,75229.19,14.30546108,46322.87,20639288,19404712.23,47.5651311,14594.35,14617.45,14357.85,14433.7
2021-01-18,NIFTY,189463,14209725,20380.99,11079623,830971725,1201093.92,1221474.91,72758.39,16.78809702,34437.6,20426184,19143627.97,58.93206954,14453.3,14459.15,14222.8,14281.3
2021-01-19,NIFTY,157725,11829375,17136.65,10801093,810081975,1171266.4,1188403.05,61787.23,19.23379718,26489.49,16813976,19476351.68,68.34862123,14371.65,14546.05,14350.85,14521.15
2021-01-20,NIFTY,129054,9679050,14141.85,12680263,951019725,1384148.92,1398290.77,65547.02,21.33263679,28760.16,18319496,19631736.73,97.87608552,14538.3,14666.45,14517.55,14644.7
2021-01-21,NIFTY,149410,11205750,16463.74,21143513,1585763475,2325153.86,2341617.6,80962.43,28.9222742,32370.91,21621809,19513390.72,141.2287767,14730.95,14753.55,14517.25,14590.35
2021-01-22,NIFTY,246693,18501975,26800.96,11652362,873927150,1271134.74,1297935.7,83505.91,15.54304001,35486.59,23153173,19295165.47,47.42870181,14583.4,14619.9,14357.75,14371.9
2021-01-25,NIFTY,248109,18608175,26726.27,12625262,946894650,1369317.46,1396043.73,74062.65,18.84949742,30836.05,21284665,19094689.57,51.23488837,14477.8,14491.1,14218.6,14238.9
2021-01-27,NIFTY,300067,22505025,31691.33,16212845,1215963375,1729023.97,1760715.3,70986.35,24.80357562,29201.05,21974717,18830435.36,54.55826467,14237.95,14237.95,13929.3,13967.5
2021-01-28,NIFTY,369980,27748500,38376.07,27065773,2029932975,2822136.52,2860512.59,71241.61,40.15227323,33529.64,20591535,18678324.17,73.53896634,13810.4,13898.25,13713.25,13817.55
2021-01-29,NIFTY,245072,18380400,25418.36,7646709,573503175,804151.47,829569.83,84498.74,9.81754083,34884.21,22283674,18474450.22,31.63663863,13946.6,13966.85,13596.75,13634.6
2021-02-01,NIFTY,350429,26282175,36890.74,15245637,1143422775,1604707.54,1641598.28,87599.7,18.73977057,38134.56,24895350,19107876.8,43.4989252,13758.6,14336.35,13661.75,14281.2
2021-02-02,NIFTY,231400,17355000,25423.41,16194681,1214601075,1770937.69,1796361.1,100470.44,17.87949869,36249.12,25319186,19524879.39,69.65775598,14481.1,14731.7,14469.15,14647.85
2021-02-03,NIFTY,167260,12544500,18575.11,15763676,1182275700,1740958.94,1759534.05,91316.95,19.26842771,36485.5,24615672,19707492.79,93.72536367,14754.9,14868.85,14574.15,14789.95
2021-02-04,NIFTY,159579,11968425,17763.18,24508553,1838141475,2719051.3,2736814.48,90287.6,30.3121855,40085.55,24469525,19910078.56,153.0723271,14789.05,14913.7,14714.75,14895.65
2021-02-05,NIFTY,162243,12168225,18186.56,8168200,612615000,915935.16,934121.72,95309.63,9.800916445,41388.83,24775746,19894649.4,50.36329905,14952.6,15014.65,14864.75,14924.25
2021-02-08,NIFTY,131208,9840600,14874.97,8183983,613798725,919855.73,934730.7,77078.85,12.12694144,31466.89,23104425,20139420.25,61.83916539,15064.3,15159.9,15041.05,15115.8
2021-02-09,NIFTY,140824,10561800,16032.3,11493897,862042275,1302652.39,1318684.69,82037.58,16.07415394,34335.9,22816126,20104320.93,81.25174741,15164.15,15257.1,15064.3,15109.3
2021-02-10,NIFTY,176195,13214625,19926.23,17262865,1294714875,1954604.63,1974530.86,78858.08,25.03904305,28762.77,21288854,20158989.44,98.092044,15119.05,15168.25,14977.2,15106.5
2021-02-11,NIFTY,103437,7757775,11751.84,20118080,1508856000,2279687.48,2291439.32,66797.83,34.3040982,29267.54,19765142,20275971.84,193.9855784,15073.25,15188.5,15065.4,15173.3
2021-02-12,NIFTY,126072,9455400,14344.69,6644019,498301425,753743,768087.69,72862,10.54167728,30074.16,20788807,20247589.33,52.54508811,15186.2,15243.5,15081,15163.3
2021-02-15,NIFTY,103181,7738575,11845.3,6861836,514637700,781432.28,793277.58,68779.15,11.5336927,27312.91,20228043,20386195.57,65.96981756,15270.3,15340.15,15243.4,15314.7
2021-02-16,NIFTY,136424,10231800,15703.62,11068380,830128500,1272440.28,1288143.9,76964.81,16.73679049,33451.01,21373783,20451156.94,81.0284686,15371.45,15431.75,15242.2,15313.45
2021-02-17,NIFTY,146779,11008425,16782.51,14303613,1072770975,1638527.5,1655310.01,77039.97,21.48637921,39891.34,21518166,20430606.31,97.63304178,15279.9,15314.3,15170.75,15208.9
2021-02-18,NIFTY,138529,10389675,15748.27,23022323,1726674225,2621176.79,2636925.06,81824.65,32.22653638,44630.54,23854084,20463144.27,166.4422054,15238.7,15250.75,15078.05,15118.95
2021-02-19,NIFTY,179806,13485450,20270.46,8977359,673301925,1016371.87,1036642.33,84002.48,12.34061578,47394.43,24916863,20271726.66,50.14054294,15074.8,15144.05,14898.2,14981.75
2021-02-22,NIFTY,213930,16044750,23774.15,12092987,906974025,1356982.15,1380756.3,74473.34,18.54027629,32971.11,23136934,19922997.13,57.07805116,14999.05,15010.1,14635.05,14675.7
2021-02-23,NIFTY,241103,18082725,26707.16,14676775,1100758125,1631675.89,1658383.05,75898.83,21.84991587,33611.5,22046971,20031621.21,61.09507301,14782.25,14854.5,14651.85,14707.8
2021-02-24,NIFTY,196135,14710125,21883.4,10384141,778810575,1158447.33,1180330.73,45797.16,25.77301147,22263.34,13716949,20277258.29,52.93726432,14729.15,15008.8,14723.05,14982
2021-02-25,NIFTY,300717,22553775,34181.28,25066664,1879999800,2838558.5,2872739.78,84304.28,34.07584739,38813.51,23614292,20500460.44,83.04424235,15079.85,15176.5,15065.35,15097.35
2021-02-26,NIFTY,364799,27359925,40251.12,12998796,974909700,1445472.99,1485724.11,115760.3,12.83448738,50023.24,29541577,19963825.62,35.91137315,14888.6,14919.45,14467.75,14529.15
2021-03-01,NIFTY,169687,12726525,18793.09,10470470,785285250,1165972.75,1184765.84,66929.92,17.70158757,35837.65,21610731,20252811.29,62.04263109,14702.5,14806.8,14638.55,14761.55
2021-03-02,NIFTY,189763,14232225,21189.49,13357455,1001809125,1492937.27,1514126.76,74646.33,20.28400807,38587.94,23571703,20532807.61,70.45649848,14865.3,14959.1,14760.8,14919.1
2021-03-03,NIFTY,155371,11652825,17682.32,16032133,1202409975,1815758.25,1833440.57,79493.62,23.06399646,38657.45,23717988,20901662.35,102.6877836,15064.4,15273.15,14995.8,15245.6
2021-03-04,NIFTY,216176,16213200,24515.26,32449747,2433731025,3675256.84,3699772.1,80913.59,45.72497772,40660.61,23450275,20851638.78,149.9171063,15026.75,15202.35,14980.2,15080.75
2021-03-05,NIFTY,208368,15627600,23414.05,10009552,750716400,1130330.07,1153744.12,77171.98,14.95029828,36182.84,23656759,20609304.83,48.27571778,14977.95,15092.35,14862.1,14938.1
2021-03-08,NIFTY,189035,14177625,21309.32,12553062,941479650,1416970.2,1438279.52,60445.88,23.79450047,28798.99,19638931,20663070.16,66.49532693,15002.45,15111.15,14919.9,14956.2
2021-03-09,NIFTY,177022,13276650,20019.42,17215726,1291179450,1946446.28,1966465.7,70781.75,27.78210061,33200.63,20780476,20691212.56,97.2279057,15049.9,15126.85,14925.45,15098.4
2021-03-10,NIFTY,114341,8575575,13038.11,23422575,1756693125,2664685.2,2677723.31,54391.69,49.23037527,25450.88,17560913,20808441.96,204.3766466,15202.15,15218.45,15100.85,15174.8
2021-03-12,NIFTY,198938,14920350,22629.32,11015520,826164000,1257187.34,1279816.66,67256.79,19.02880973,32753.17,21812994,20667769.7,55.55568351,15321.15,15336.3,14953.6,15030.95
2021-03-15,NIFTY,187033,14027475,20887.15,13044995,978374625,1470814.65,1491701.8,60004.18,24.85996476,28221.39,20212523,20565517.96,70.41720149,15048.4,15048.4,14745.85,14929.5
2021-03-16,NIFTY,158267,11870025,17809.9,12575829,943187175,1420162.35,1437972.25,58997.11,24.37360491,25721.69,18852600,20608428.42,79.74005188,14996.1,15051.6,14890.65,14910.45
2021-03-17,NIFTY,162817,12211275,18165.35,15288130,1146609750,1718373.52,1736538.87,59471.87,29.19933189,25746.06,18878571,20248407.45,94.59622413,14946.55,14956.55,14696.05,14721.3
2021-03-18,NIFTY,211228,15842100,23313.27,30971942,2322895650,3432369.96,3455683.23,63459.13,54.45525695,29268.09,20502358,19993524.75,147.2281649,14855.5,14875.2,14478.6,14557.85
2021-03-19,NIFTY,270566,20292450,29636.65,13091718,981878850,1443275.71,1472912.36,93916.82,15.68315835,38650.23,24251154,20217266.08,48.69901659,14471.15,14788.25,14350.1,14744
2021-03-22,NIFTY,191760,14382000,21155.82,10869886,815241450,1203842.12,1224997.94,57860.32,21.17164129,23609.54,18374779,20311644.09,56.9035906,14736.3,14763.9,14597.85,14736.4
2021-03-23,NIFTY,250621,18796575,27886.46,13907517,1043063775,1546440.26,1574326.72,61733.21,25.50210365,23795.74,18605078,20453010.77,55.45487882,14768.55,14878.6,14707,14814.75
2021-03-24,NIFTY,262863,19714725,28926.93,18176088,1363206600,2007015.66,2035942.59,58196.14,34.9841517,25259.27,18877296,20125290.3,69.38225591,14712.45,14752.35,14535,14549.4
2021-03-25,NIFTY,348662,26149650,37727.61,34184918,2563868850,3712847.53,3750575.14,69777.95,53.75014801,34002.57,22303028,19751860.85,98.41194632,14570.9,14575.6,14264.4,14324.9
2021-03-26,NIFTY,163142,12235650,17860.9,9172956,687971700,1006180.16,1024041.06,58244.78,17.58167959,28194.61,18532193,20010029.54,56.33423624,14506.3,14572.9,14414.25,14507.3
2021-03-30,NIFTY,199833,14987475,22249.85,12508577,938143275,1387819.85,1410069.7,68474.4,20.59265507,28362.06,19845394,20354769.52,62.37434634,14628.5,14876.3,14617.6,14845.1
2021-03-31,NIFTY,154453,11583975,17136.83,15096994,1132274550,1673335.7,1690472.53,56778.37,29.77317824,24478.72,17525330,20295812.59,97.64557973,14811.85,14813.75,14670.25,14690.7
2021-04-01,NIFTY,160290,12021750,17896.57,25878590,1940894250,2873290.37,2891186.94,58765.47,49.19873763,25466.6,17269882,20589142.76,160.5497797,14798.4,14883.2,14692.45,14867.35
2021-04-05,NIFTY,221298,16597350,24338.47,13396805,1004760375,1480586.2,1504924.67,65169.11,23.09260737,26286.74,19927984,20367497.96,60.83316659,14837.7,14849.85,14459.5,14637.8
2021-04-06,NIFTY,156818,11761350,17348.3,15195909,1139693175,1680870.68,1698218.98,64723.31,26.23813553,24660.87,18771043,20499290.38,96.88964798,14737,14779.1,14573.9,14683.5
2021-04-07,NIFTY,146671,11000325,16360.6,17352953,1301471475,1927872.26,1944232.86,72350.04,26.8725886,24344.5,20259990,20687046.78,117.8362811,14716.45,14879.8,14649.85,14819.05
2021-04-08,NIFTY,139204,10440300,15644.81,29167082,2187531150,3260506.96,3276151.77,71665.33,45.71459826,27765.36,20719669,20804582.3,208.4082172,14875.65,14984.15,14821.1,14873.8
2021-04-09,NIFTY,125049,9378675,13972.03,8530250,639768750,955473.28,969445.31,70616.38,13.72833484,26569.39,20305986,20819559.36,68.38471432,14882.65,14918.45,14785.65,14834.85
2021-04-12,NIFTY,227122,17034150,24588.86,16193049,1214478675,1771421.66,1796010.52,84028.71,21.37377237,34886.09,27135721,19946055.83,72.0416343,14644.65,14652.5,14248.7,14310.8
2021-04-13,NIFTY,179193,13439475,19412.96,17463749,1309781175,1898637.9,1918050.86,72675.78,26.39188544,27723.31,20806803,20167246.91,97.80259682,14364.9,14528.9,14274.9,14504.8
2021-04-15,NIFTY,195173,14637975,21243.77,32107377,2408053275,3493547,3514790.77,70533.01,49.83185561,25484.47,20353850,20255876.81,164.4504248,14522.4,14597.55,14353.2,14581.45
2021-04-16,NIFTY,139085,10431375,15307.8,8934558,670091850,983939.98,999247.78,66091.78,15.11909318,22639.1,18586245,20389548.89,64.27703393,14599.6,14697.7,14559,14617.85
2021-04-19,NIFTY,210910,15818250,22651.26,13292398,996929850,1439453.49,1462104.75,68103.17,21.4689676,24592.91,21670984,20043988.25,63.54849532,14306.6,14382.3,14191.4,14359.45
2021-04-20,NIFTY,175890,13191750,18991.42,17774670,1333100250,1925938.65,1944930.07,69939.31,27.80882554,23776.1,19650055,20036353.56,101.4109872,14526.7,14526.95,14207.3,14296.4
2021-04-22,NIFTY,180647,13548525,19401.03,33157555,2486816625,3563659.05,3583060.08,70751.47,50.6429065,25207.21,20925890,20131042.53,183.6840132,14219.15,14424.75,14151.4,14406.15
2021-04-23,NIFTY,174116,13058700,18773.8,9316274,698720550,1012011.52,1030785.32,65545.12,15.72634729,25247.71,19551105,20103744.22,53.90552366,14326.35,14461.15,14273.3,14341.35
2021-04-26,NIFTY,162975,12223125,17735.6,9279069,695930175,1009816.06,1027551.66,64168.92,16.01322977,22811.25,17948409,20279197.91,56.93723697,14449.45,14557.5,14421.3,14485
2021-04-27,NIFTY,154896,11617200,16971.07,10310004,773250300,1124686.78,1141657.85,65225.44,17.50326023,24768.23,18910607,20518418.86,66.27082323,14493.8,14667.55,14484.85,14653.05
2021-04-28,NIFTY,193881,14541075,21563.25,15444871,1158365325,1708158.7,1729721.95,74159.25,23.32442615,25818.96,20279594,20738352.92,79.21619886,14710.5,14890.25,14694.95,14864.55
2021-04-29,NIFTY,256790,19259250,28773.85,33271555,2495366625,3719406.84,3748180.69,75807.28,49.4435454,29268.03,20048981,20767473.78,129.2634402,14979,15044.35,14814.45,14894.9
2021-04-30,NIFTY,172796,12943500,19136.41,8556331,641684550,955531.48,974667.89,80367.63,12.12761767,33514.98,21913859,20556970.9,49.93264045,14747.35,14855.45,14601.7,14631.1
2021-05-03,NIFTY,153069,11462450,16746.41,11545680,865880875,1272503.66,1289250.07,70782.42,18.21426945,32633.67,21099398,20662390.84,75.98665386,14481.05,14673.85,14416.25,14634.15
2021-05-04,NIFTY,158406,11861050,17378.35,14753870,1106419575,1627540.04,1644918.39,78889.08,20.85102767,41009.04,23098042,20541031.49,93.65331231,14687.25,14723.4,14461.5,14496.5
2021-05-05,NIFTY,143675,10761825,15750.61,16915030,1268467200,1859940.67,1875691.28,69672.43,26.92157113,28286.13,19788021,20724714.43,118.0868976,14604.15,14637.9,14506.6,14617.85
2021-05-06,NIFTY,132168,9891925,14577.76,26637228,1997647800,2934743.29,2949321.05,72841,40.48984844,30432.32,20974447,20870662.36,201.3164773,14668.35,14743.9,14611.5,14724.8
2021-05-07,NIFTY,104835,7834200,11645.93,8035737,602532275,895540.77,907186.7,76179.12,11.90860041,35223.7,21560507,20984781.35,76.89731692,14816.85,14863.05,14765.5,14823.15
2021-05-10,NIFTY,92382,6902500,10342.09,10345254,775713175,1156844.15,1167186.24,79393.68,14.70124876,40810.07,24303214,21189287.5,111.8578692,14928.25,14966.9,14892.5,14942.35
2021-05-11,NIFTY,118189,8837950,13143.49,15680073,1175837525,1749857.18,1763000.67,82102.07,21.47327918,49851.33,25558047,21203062.07,133.1348964,14789.7,14900,14771.4,14850.75
2021-05-12,NIFTY,165948,12406375,18302.22,28440264,2132793900,3154297.4,3172599.62,85197.68,37.23809874,56203.2,26869388,21058036.81,172.3450707,14823.55,14824.05,14649.7,14696.5
2021-05-14,NIFTY,142877,10684650,15704.98,10726197,804204200,1188881.51,1204586.49,85254.18,14.12935401,41335.77,26230675,20924698.63,75.7009248,14749.4,14749.65,14591.9,14677.8
2021-05-17,NIFTY,128749,9596875,14265.12,11971814,897448150,1330604.1,1344869.22,76044.7,17.68524591,32925.78,23300859,21223655.6,93.27675477,14756.25,14938,14725.35,14923.15
2021-05-18,NIFTY,132821,9904650,14989.93,13157807,986251950,1484013.43,1499003.36,80305.62,18.66623233,33672.04,23773213,21502566.83,99.00069113,15067.2,15137.25,15043.7,15108.1
2021-05-19,NIFTY,97632,7290975,11005.99,15598118,1169566475,1764334.25,1775340.24,74710.5,23.7629281,34173.76,22675891,21510761.37,160.3067284,15058.6,15133.4,15008.85,15030.15
2021-05-20,NIFTY,112599,8398550,12590.15,28548015,2140781275,3213376.17,3225966.32,72688.01,44.38099654,34889.81,22558237,21414521.63,255.2293793,15042.6,15069.8,14884.9,14906.05
2021-05-21,NIFTY,150642,11207700,16955.86,9759812,731341975,1106762.21,1123718.07,75962.62,14.79303992,34970.85,22929166,21656595.54,65.2731392,14987.8,15190,14985.85,15175.3
2021-05-24,NIFTY,125549,9316800,14177.96,10347690,775597525,1179549.55,1193727.51,78112.29,15.28219836,38221.99,24072098,21739383.43,83.19599928,15211.35,15256.25,15145.45,15197.7
2021-05-25,NIFTY,157515,11717825,17862.19,11590893,868633900,1324568.61,1342430.8,73499.99,18.26436711,35651.33,23681111,21753099.98,74.15488302,15291.75,15293.85,15163.4,15208.45
2021-05-26,NIFTY,167236,12450425,19043.26,13819622,1035965800,1581289.07,1600332.33,69055.37,23.17462538,35474.54,22452084,21840475.09,83.03667912,15257.05,15319.9,15194.95,15301.45
2021-05-27,NIFTY,225381,16748275,25707.58,24653281,1848358650,2829820.58,2855528.16,120763.21,23.64567951,46467.9,26181873,21917896.79,110.0772838,15323.95,15384.55,15272.5,15337.85
2021-05-28,NIFTY,92540,6771850,10474.71,7343758,549419025,848268.95,858743.66,74124.85,11.58509811,38562.05,22869171,21965398.95,80.98257136,15421.2,15469.65,15394.75,15435.65
2021-05-31,NIFTY,101152,7396100,11489.82,11303817,846245600,1309432.39,1320922.21,72336.28,18.26085347,33530.52,22610381,22151944.53,113.9645695,15437.75,15606.35,15374,15582.8
2021-06-01,NIFTY,109118,7987950,12470.66,14706814,1101253100,1713473.19,1725943.85,64176.36,26.89376353,30549.73,21440252,22137099.52,137.4003613,15629.65,15660.75,15528.3,15574.85
2021-06-02,NIFTY,95529,7016050,10917.68,16717544,1252531400,1946537.3,1957454.98,74353.28,26.32641062,36491.62,22219056,22314645.85,178.2922104,15520.35,15597.45,15459.85,15576.2
2021-06-03,NIFTY,87421,6370500,9996.96,24753409,1854744675,2899151.05,2909148.01,74704.66,38.94198849,37544.97,23316639,22500912.11,290.003266,15655.55,15705.1,15611,15690.35
2021-06-04,NIFTY,87514,6347850,9971.1,8526903,637396500,1000905.61,1010876.71,75411.58,13.4047942,42095.76,23483221,22568046.53,100.3806611,15712.5,15733.6,15622.35,15670.25
2021-06-07,NIFTY,68765,4970775,7837.95,8878347,663666175,1042951.95,1050789.9,80066.33,13.12399232,47852.84,25559015,22744285.44,133.0643791,15725.1,15773.45,15678.1,15751.65
2021-06-08,NIFTY,74715,5445475,8578.24,10834220,810769100,1277172.6,1285750.84,78049.15,16.47360465,42517.92,25562210,22804037.71,148.8851559,15773.9,15778.8,15680,15740.1
2021-06-09,NIFTY,145643,10590100,16633.69,18557517,1388060075,2182728.17,2199361.86,88739.66,24.78442965,52157.05,28685348,22628963.32,131.2233287,15766.3,15800.45,15566.9,15635.35
2021-06-10,NIFTY,100018,7288125,11466,23143679,1733422450,2722698.52,2734164.52,69892.29,39.11968716,38337.12,22180717,22863803.14,237.4584441,15692.1,15751.25,15648.5,15737.75
2021-06-11,NIFTY,94086,6792825,10745.68,7801633,581800750,918743.57,929489.25,71751.39,12.95430305,46797.6,23254392,22951635.31,85.49887676,15796.45,15835.55,15749.8,15799.35
2021-06-14,NIFTY,129542,9312175,14669.06,12236831,913568375,1439581.77,1454250.83,77987.6,18.64720584,45763.73,25327422,22925146.1,98.13728828,15791.4,15823.05,15606.5,15811.85
2021-06-15,NIFTY,68650,4881075,7755.54,9107420,679652700,1074175.44,1081930.98,67123.48,16.1185174,34416.34,22698476,22997088.23,138.5042744,15866.95,15901.6,15842.4,15869.25
2021-06-16,NIFTY,105410,7597975,12020.69,14782385,1104411150,1748815.27,1760835.96,67132.56,26.22923899,37059.99,22827815,22821405.03,145.4837676,15847.5,15880.85,15742.6,15767.55
2021-06-17,NIFTY,140585,9942675,15618.45,30604733,2288167550,3599190.69,3614809.14,71455.86,50.58800132,32894.74,24365062,22674192.37,230.4448066,15648.3,15769.35,15616.75,15691.4
2021-06-18,NIFTY,199865,13959800,21814.44,15201802,1127399400,1768185.72,1790000.16,97155.76,18.42402509,56705.98,28556383,22571543.47,81.05574656,15756.5,15761.5,15450.9,15683.35
2021-06-21,NIFTY,156640,10555925,16519.71,13105940,970722900,1520662.45,1537182.16,60812.76,25.27729641,37910.83,21703479,22726568.28,92.05140102,15525.85,15765.15,15505.65,15746.5
2021-06-22,NIFTY,177521,11419600,18092.74,14199915,1053140425,1662486.14,1680578.88,64956.26,25.87246987,38840.05,22239868,22817388.03,91.88691928,15840.5,15895.75,15752.1,15772.75
2021-06-23,NIFTY,191464,12129300,19126.15,18250854,1358103075,2144790.27,2163916.42,64039,33.79060291,39283.24,21590522,22696176.46,112.1391535,15862.8,15862.95,15673.95,15686.95
2021-06-24,NIFTY,253033,15164250,23953.43,26214165,1952275025,3080398.39,3104351.82,63543.42,48.85402485,30991.65,20256809,22764258.43,128.5994695,15737.3,15821.4,15702.7,15790.45
2021-06-25,NIFTY,112295,5614750,8904.36,7675516,558970775,885898.57,894802.93,63581.48,14.07332654,32922.88,20116471,22852712.48,99.49042604,15839.35,15870.8,15772.3,15860.35
2021-06-28,NIFTY,90106,4505300,7150.73,9567241,697823075,1108533.61,1115684.34,58149.56,19.18646229,34856.8,20446298,22859868.07,155.0238381,15915.35,15915.65,15792.15,15814.7
2021-06-29,NIFTY,123392,6169600,9748.2,12088454,891537475,1412333.67,1422081.87,63114.29,22.53185245,35390.81,20580882,22788976.52,144.8814827,15807.5,15835.9,15724.05,15748.45
2021-06-30,NIFTY,139596,6979800,11038.63,15318554,1132547125,1792458.54,1803497.17,58495.82,30.83121444,32750.53,20868917,22814760.58,162.3805255,15776.9,15839.1,15708.75,15721.5
2021-07-01,NIFTY,111737,5586850,8787.55,24184740,1798591925,2833611.31,2842398.86,53106.31,53.52280849,29251.86,18728135,22785635.79,322.4574893,15755.05,15755.55,15667.05,15680
2021-07-02,NIFTY,111208,5560400,8733.37,9520942,694876075,1094456.59,1103189.96,59964.19,18.39747956,30209.85,20738549,22843487.15,125.3189307,15705.85,15738.35,15635.95,15722.2
2021-07-05,NIFTY,109362,5468100,8660.67,9076849,660297325,1043416.38,1052077.05,58039.88,18.12679575,31205.27,21053276,22986896.85,120.4775589,15793.4,15845.95,15762.05,15834.35
2021-07-06,NIFTY,110492,5524600,8772.51,14433992,1059708000,1679422.13,1688194.64,67749.56,24.9181639,35642.84,23269988,22947206.11,191.4414609,15813.75,15914.2,15801,15818.25
2021-07-07,NIFTY,99439,4971950,7879.28,15148251,1118079950,1771129.93,1779009.21,58941.48,30.18263556,29260.32,20638763,23034832.74,224.78322,15819.6,15893.55,15779.7,15879.65
2021-07-08,NIFTY,194466,9723300,15341.95,32551048,2409745675,3810512.39,3825854.34,56039.97,68.27009972,28932.68,20285437,22892843.21,248.3721033,15855.4,15885.75,15682.9,15727.9
2021-07-09,NIFTY,142405,7120250,11181.1,11562251,839290400,1323514.97,1334696.07,52312.52,25.51389361,26378.99,18550588,22911891.55,118.3707301,15688.25,15730.85,15632.75,15689.8
2021-07-12,NIFTY,137209,6860450,10800.73,13844555,1008870950,1592252.74,1603053.47,55752.71,28.75292466,30046.26,20271707,22977568.79,147.4208447,15766.8,15789.2,15644.75,15692.6
2021-07-13,NIFTY,128592,6429600,10164.32,13335898,972641450,1538087.19,1548251.51,55846.13,27.72352372,26613.2,20852479,23071602.56,151.3221927,15794,15820.8,15744.6,15812.35
2021-07-14,NIFTY,101155,5057750,8013.63,17382702,1273522275,2015433.69,2023447.32,57970.23,34.90493862,23186.97,20439300,23126772.77,251.5007169,15808.7,15877.35,15764.2,15853.95
2021-07-15,NIFTY,106647,5332350,8498.04,27493044,2025368400,3217763.26,3226261.3,62013.69,52.02498513,25222.53,21792678,23206523.8,378.6476952,15872.15,15952.35,15855,15924.2
2021-07-16,NIFTY,87695,4384750,6988.31,9772442,689730425,1099231.53,1106219.84,63177.53,17.50970385,29181.77,21599255,23268220.26,157.2957596,15958.35,15962.25,15882.6,15923.4
2021-07-19,NIFTY,183975,9198750,14516.18,15319876,1079223550,1711442.7,1725958.88,65921.65,26.1819733,34264.67,23568929,23137171.22,117.898972,15754.5,15836.9,15707.5,15752.4
2021-07-20,NIFTY,200883,10044150,15721.86,20302292,1441334925,2268627,2284348.86,63940.31,35.72627127,27373.69,23791702,22925888.88,144.2976213,15703.95,15728.45,15578.55,15632.1
2021-07-22,NIFTY,167876,8393800,13253.97,29268270,2067689025,3266074.07,3279328.04,65929.53,49.73989713,30097.11,22548715,23214325.61,246.4223225,15736.6,15834.8,15726.4,15824.05
2021-07-23,NIFTY,136750,6837500,10836.04,14961529,748076450,1187129.57,1197965.61,68029.81,17.60942166,40984.86,23080642,23328648.74,109.5538195,15856.8,15899.8,15768.4,15856.05
2021-07-26,NIFTY,137538,6876900,10900.47,15069051,753452550,1193817.04,1204717.51,61528.46,19.57984175,30087.53,22351276,23327563.15,109.5197767,15849.3,15893.35,15797,15824.45
