Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.)
2022-06-30,FINNIFTY,57,2280,3.53,4990,199600,314.65,318.18,47834.51,16599.15,17697578,24203324.25
2022-06-30,MIDCPNIFTY,7,525,0.33,0,0,0.00,0.33,47834.51,16599.15,17697578,24203324.25
2022-06-30,NIFTY,504558,25227900,39830.54,112545269,5627263450,8908536.75,8948367.29,47834.51,16599.15,17697578,24203324.25
2022-07-01,BANKNIFTY,164917,4122925,13770.32,26605434,665135850,2231391.56,2245161.88,46586.45,16593.78,15698846,24213052.49
2022-07-01,FINNIFTY,118,4720,7.30,45750,1830000,2853.16,2860.46,46586.45,16593.78,15698846,24213052.49
2022-07-01,MIDCPNIFTY,2,150,0.10,0,0,0.00,0.10,46586.45,16593.78,15698846,24213052.49
2022-07-01,NIFTY,326573,16328650,25561.20,37460612,1873030600,2951377.42,2976938.62,46586.45,16593.78,15698846,24213052.49
2022-07-04,BANKNIFTY,127159,3178975,10757.39,34860521,871513025,2946315.13,2957072.52,39002.19,14399.47,14630005,24344838.54
2022-07-04,FINNIFTY,57,2280,3.58,228821,9152840,14366.65,14370.23,39002.19,14399.47,14630005,24344838.54
2022-07-04,MIDCPNIFTY,5,375,0.24,0,0,0.00,0.24,39002.19,14399.47,14630005,24344838.54
2022-07-04,NIFTY,222064,11103200,17486.34,36668031,1833401550,2898070.17,2915556.51,39002.19,14399.47,14630005,24344838.54
2022-07-05,BANKNIFTY,170636,4265900,14567.50,49777243,1244431075,4253199.73,4267767.23,41185.67,15663.44,15762213,24350366.28
2022-07-05,FINNIFTY,189,7560,12.03,3222489,128899560,204668.50,204680.53,41185.67,15663.44,15762213,24350366.28
2022-07-05,MIDCPNIFTY,17,1275,0.82,21,1575,1.10,1.92,41185.67,15663.44,15762213,24350366.28
2022-07-05,NIFTY,286635,14331750,22784.68,57140200,2857010000,4557420.90,4580205.58,41185.67,15663.44,15762213,24350366.28
2022-07-06,BANKNIFTY,207478,5186950,17761.66,70211882,1755297050,5998248.34,6016010.00,46075.99,16062.97,16421277,24650792.43
2022-07-06,FINNIFTY,79,3160,5.04,12878,515120,832.35,837.39,46075.99,16062.97,16421277,24650792.43
2022-07-06,MIDCPNIFTY,16,1200,0.76,0,0,0.00,0.76,46075.99,16062.97,16421277,24650792.43
2022-07-06,NIFTY,334855,16742750,26638.39,82132708,4106635400,6542012.98,6568651.37,46075.99,16062.97,16421277,24650792.43
2022-07-07,BANKNIFTY,187187,4679675,16294.32,143021389,3575534725,12406427.72,12422722.04,46324.01,16883.23,16231654,24877357.71
2022-07-07,FINNIFTY,123,4920,7.94,14875,595000,966.71,974.65,46324.01,16883.23,16231654,24877357.71
2022-07-07,MIDCPNIFTY,4,300,0.20,0,0,0.00,0.20,46324.01,16883.23,16231654,24877357.71
2022-07-07,NIFTY,235771,11788550,18993.59,109757970,5487898500,8824305.66,8843299.25,46324.01,16883.23,16231654,24877357.71
2022-07-08,BANKNIFTY,125456,3136400,11025.38,24931177,623279425,2193118.88,2204144.26,42767.06,15701.59,15527833,24975559.33
2022-07-08,FINNIFTY,100,4000,6.50,62789,2511560,4090.04,4096.54,42767.06,15701.59,15527833,24975559.33
2022-07-08,MIDCPNIFTY,2,150,0.10,0,0,0.00,0.10,42767.06,15701.59,15527833,24975559.33
2022-07-08,NIFTY,203937,10196850,16528.46,26513720,1325686000,2152040.55,2168569.01,42767.06,15701.59,15527833,24975559.33
2022-07-11,BANKNIFTY,148251,3706275,13120.76,37083387,927084675,3272275.09,3285395.85,45488.92,18070.67,16109202,25143511.59
2022-07-11,FINNIFTY,127,5080,8.30,322264,12890560,21005.79,21014.09,45488.92,18070.67,16109202,25143511.59
2022-07-11,MIDCPNIFTY,4,300,0.20,0,0,0.00,0.20,45488.92,18070.67,16109202,25143511.59
2022-07-11,NIFTY,233845,11692250,18906.85,35811725,1790586250,2905270.95,2924177.80,45488.92,18070.67,16109202,25143511.59
2022-07-12,BANKNIFTY,137052,3426300,12099.60,44031639,1100790975,3895560.75,3907660.35,40334.05,17708.84,15241764,25005283.99
2022-07-12,FINNIFTY,213,8520,13.86,4350446,174017840,283292.29,283306.15,40334.05,17708.84,15241764,25005283.99
2022-07-12,MIDCPNIFTY,4,300,0.20,48,3600,2.39,2.59,40334.05,17708.84,15241764,25005283.99
2022-07-12,NIFTY,251900,12595000,20271.96,41746796,2087339800,3379192.42,3399464.38,40334.05,17708.84,15241764,25005283.99
2022-07-13,BANKNIFTY,151423,3785575,13273.45,65744792,1643619800,5787855.38,5801128.83,42405.68,15918.19,15410074,24914786.66
2022-07-13,FINNIFTY,91,3640,5.90,8994,359760,586.95,592.85,42405.68,15918.19,15410074,24914786.66
2022-07-13,MIDCPNIFTY,1,75,0.05,0,0,0.00,0.05,42405.68,15918.19,15410074,24914786.66
2022-07-13,NIFTY,260391,13019550,20896.92,59548603,2977430150,4800712.82,4821609.74,42405.68,15918.19,15410074,24914786.66
2022-07-14,BANKNIFTY,145875,3646875,12704.61,145314086,3632852150,12665740.63,12678445.24,42083.53,14736.76,15315592,24876235.24
2022-07-14,FINNIFTY,25,1000,1.61,11447,457880,743.64,745.25,42083.53,14736.76,15315592,24876235.24
2022-07-14,MIDCPNIFTY,8,600,0.40,0,0,0.00,0.40,42083.53,14736.76,15315592,24876235.24
2022-07-14,NIFTY,261911,13095550,20916.08,116343821,5817191050,9311336.48,9332252.56,42083.53,14736.76,15315592,24876235.24
2022-07-15,BANKNIFTY,139512,3487800,12104.07,30437326,760933150,2653830.34,2665934.41,41347.23,14405.85,14120516,25011690.43
2022-07-15,FINNIFTY,65,2600,4.19,82044,3281760,5287.55,5291.74,41347.23,14405.85,14120516,25011690.43
2022-07-15,MIDCPNIFTY,9,675,0.45,0,0,0.00,0.45,41347.23,14405.85,14120516,25011690.43
2022-07-15,NIFTY,209065,10453250,16737.91,30611063,1530553150,2455607.09,2472345.00,41347.23,14405.85,14120516,25011690.43
2022-07-18,BANKNIFTY,148928,3723200,13095.42,41995367,1049884175,3686704.77,3699800.19,44156.02,15809.55,16011914,25349444.31
2022-07-18,FINNIFTY,156,6240,10.15,447027,17881080,29045.98,29056.13,44156.02,15809.55,16011914,25349444.31
2022-07-18,MIDCPNIFTY,2,150,0.10,0,0,0.00,0.10,44156.02,15809.55,16011914,25349444.31
2022-07-18,NIFTY,188064,9403200,15269.49,35003612,1750180600,2834067.30,2849336.79,44156.02,15809.55,16011914,25349444.31
2022-07-19,BANKNIFTY,170577,4264425,15172.79,67785182,1694629550,6015939.17,6031111.96,44586.53,17651.67,15674356,25467514.14
2022-07-19,FINNIFTY,231,9240,15.15,6198239,247929560,406160.82,406175.97,44586.53,17651.67,15674356,25467514.14
2022-07-19,MIDCPNIFTY,6,450,0.31,34,2550,1.79,2.10,44586.53,17651.67,15674356,25467514.14
2022-07-19,NIFTY,217514,10875700,17737.53,46819838,2340991900,3815839.20,3833576.73,44586.53,17651.67,15674356,25467514.14
2022-07-20,BANKNIFTY,163455,4086375,14743.36,75342657,1883566425,6782016.98,6796760.34,51378.59,20155.83,18143517,25635982.71
2022-07-20,FINNIFTY,179,7160,11.87,16213,648520,1090.48,1102.35,51378.59,20155.83,18143517,25635982.71
2022-07-20,MIDCPNIFTY,2,150,0.10,0,0,0.00,0.10,51378.59,20155.83,18143517,25635982.71
2022-07-20,NIFTY,275565,13778250,22783.64,54721121,2736056050,4510862.51,4533646.15,51378.59,20155.83,18143517,25635982.71
2022-07-21,BANKNIFTY,166511,4162775,15058.01,162364639,4059115975,14668231.57,14683289.58,49846.46,20423.48,17271144,25852093.91
2022-07-21,FINNIFTY,106,4240,7.03,19091,763640,1281.10,1288.13,49846.46,20423.48,17271144,25852093.91
2022-07-21,MIDCPNIFTY,11,825,0.58,0,0,0.00,0.58,49846.46,20423.48,17271144,25852093.91
2022-07-21,NIFTY,220172,11008600,18238.70,102027628,5101381400,8439695.82,8457934.52,49846.46,20423.48,17271144,25852093.91
2022-07-22,BANKNIFTY,176694,4417350,16181.27,37570138,939253450,3445685.86,3461867.13,47685.59,17862.65,17076934,25916967.54
2022-07-22,FINNIFTY,281,11240,18.82,140651,5626040,9450.49,9469.31,47685.59,17862.65,17076934,25916967.54
2022-07-22,MIDCPNIFTY,12,900,0.63,3,225,0.15,0.78,47685.59,17862.65,17076934,25916967.54
2022-07-22,NIFTY,195695,9784750,16328.57,30773802,1538690100,2571882.32,2588210.89,47685.59,17862.65,17076934,25916967.54
2022-07-25,BANKNIFTY,175921,4398025,16138.43,51203381,1280084525,4712448.11,4728586.54,55539.36,20259.45,16541455,25819510.94
2022-07-25,FINNIFTY,780,31200,52.49,594324,23772960,40020.69,40073.18,55539.36,20259.45,16541455,25819510.94
2022-07-25,MIDCPNIFTY,5,375,0.26,0,0,0.00,0.26,55539.36,20259.45,16541455,25819510.94
2022-07-25,NIFTY,211928,10596400,17621.25,35587611,1779380550,2970474.16,2988095.41,55539.36,20259.45,16541455,25819510.94
2022-07-26,BANKNIFTY,162347,4058675,14805.73,52694202,1317355050,4825889.92,4840695.65,47249.89,20964.55,16646867,25565456.19
2022-07-26,FINNIFTY,1863,74520,125.05,6421247,256849880,431327.66,431452.71,47249.89,20964.55,16646867,25565456.19
2022-07-26,MIDCPNIFTY,6,450,0.31,14,1050,0.78,1.09,47249.89,20964.55,16646867,25565456.19
2022-07-26,NIFTY,241545,12077250,19969.66,38745066,1937253300,3222584.36,3242554.02,47249.89,20964.55,16646867,25565456.19
2022-07-27,BANKNIFTY,183334,4583350,16776.62,64036443,1600911075,5867139.01,5883915.63,44096.55,20184.69,16197835,25779603.07
2022-07-27,FINNIFTY,97,3880,6.53,5604,224160,383.14,389.67,44096.55,20184.69,16197835,25779603.07
2022-07-27,MIDCPNIFTY,1,75,0.05,0,0,0.00,0.05,44096.55,20184.69,16197835,25779603.07
2022-07-27,NIFTY,291018,14550900,24130.87,52386542,2619327100,4345678.77,4369809.64,44096.55,20184.69,16197835,25779603.07
2022-07-28,BANKNIFTY,237698,5942450,22175.90,142570280,3564257000,13266287.44,13288463.34,57907.7,22851.68,18706761,26121835.67
2022-07-28,FINNIFTY,45,1800,3.10,13436,537440,925.01,928.11,57907.7,22851.68,18706761,26121835.67
2022-07-28,NIFTY,405884,20294200,34274.95,110239243,5511962150,9276223.30,9310498.25,57907.7,22851.68,18706761,26121835.67
2022-07-29,BANKNIFTY,146336,3658400,13740.10,37849598,946239950,3560094.62,3573834.72,62589.96,25109.24,20448241,26470031.32
2022-07-29,FINNIFTY,102,4080,7.12,144695,5787800,10076.37,10083.49,62589.96,25109.24,20448241,26470031.32
2022-07-29,NIFTY,211476,10573800,18131.70,36433311,1821665550,3120621.72,3138753.42,62589.96,25109.24,20448241,26470031.32
2022-08-01,BANKNIFTY,126409,3160225,11948.48,39865202,996630050,3759086.12,3771034.60,58618.77,28601.52,21003417,26827691.08
2022-08-01,FINNIFTY,58,2320,4.08,603993,24159720,42200.56,42204.64,58618.77,28601.52,21003417,26827691.08
2022-08-01,MIDCPNIFTY,2,150,0.11,0,0,0.00,0.11,58618.77,28601.52,21003417,26827691.08
2022-08-01,NIFTY,180972,9048600,15673.79,37026474,1851323700,3193513.13,3209186.92,58618.77,28601.52,21003417,26827691.08
2022-08-02,BANKNIFTY,174443,4361075,16557.70,62134071,1553351775,5892059.67,5908617.37,61981.85,40353.38,21344996,26937457.13
2022-08-02,FINNIFTY,318,12720,22.31,8404497,336179880,588558.96,588581.27,61981.85,40353.38,21344996,26937457.13
2022-08-02,MIDCPNIFTY,3,225,0.16,8,600,0.45,0.61,61981.85,40353.38,21344996,26937457.13
2022-08-02,NIFTY,251833,12591650,21821.14,51664460,2583223000,4474359.78,4496180.92,61981.85,40353.38,21344996,26937457.13
2022-08-03,BANKNIFTY,152693,3817325,14474.49,70386064,1759651600,6678482.55,6692957.04,57396.25,30395.9,19943133,26917390.93
2022-08-03,FINNIFTY,97,3880,6.78,13856,554240,984.92,991.70,57396.25,30395.9,19943133,26917390.93
2022-08-03,MIDCPNIFTY,3,225,0.16,0,0,0.00,0.16,57396.25,30395.9,19943133,26917390.93
2022-08-03,NIFTY,211745,10587250,18355.62,65217640,3260882000,5646289.55,5664645.17,57396.25,30395.9,19943133,26917390.93
2022-08-04,BANKNIFTY,230589,5764725,21772.31,190695364,4767384100,18028147.28,18049919.59,61345.74,30927.99,21057383,26947285.65
2022-08-04,FINNIFTY,110,4400,7.70,34734,1389360,2438.62,2446.32,61345.74,30927.99,21057383,26947285.65
2022-08-04,NIFTY,329505,16475250,28592.99,148169548,7408477400,12856277.40,12884870.39,61345.74,30927.99,21057383,26947285.65
2022-08-05,BANKNIFTY,163182,4079550,15509.31,41741816,1043545400,3972888.33,3988397.64,59167.75,29435.77,19419834,26940579.48
2022-08-05,FINNIFTY,102,4080,7.17,578030,23121200,40436.95,40444.12,59167.75,29435.77,19419834,26940579.48
2022-08-05,MIDCPNIFTY,2,150,0.11,0,0,0.00,0.11,59167.75,29435.77,19419834,26940579.48
2022-08-05,NIFTY,207050,10352500,18069.64,35550867,1777543350,3106657.31,3124726.95,59167.75,29435.77,19419834,26940579.48
2022-08-08,BANKNIFTY,151611,3790275,14463.28,46543705,1163592625,4436370.52,4450833.80,57492.67,23133.63,17625365,27091341.74
2022-08-08,FINNIFTY,317,12680,22.42,7919226,316769040,558639.11,558661.53,57492.67,23133.63,17625365,27091341.74
2022-08-08,MIDCPNIFTY,1,75,0.05,3,225,0.17,0.22,57492.67,23133.63,17625365,27091341.74
2022-08-08,NIFTY,174464,8723200,15283.48,40405513,2020275650,3535149.08,3550432.56,57492.67,23133.63,17625365,27091341.74
2022-08-10,BANKNIFTY,114073,2851825,10941.41,60922642,1523066050,5835355.23,5846296.64,55711.5,26476.82,20023210,27053506.11
2022-08-10,FINNIFTY,41,1640,2.91,18862,754480,1340.78,1343.69,55711.5,26476.82,20023210,27053506.11
2022-08-10,NIFTY,167877,8393850,14722.21,55169916,2758495800,4831711.59,4846433.80,55711.5,26476.82,20023210,27053506.11
2022-08-11,BANKNIFTY,139888,3497200,13598.54,128226854,3205671350,12420751.52,12434350.06,53484.42,22014.17,18446035,27226820.89
2022-08-11,FINNIFTY,73,2920,5.25,50172,2006880,3584.06,3589.31,53484.42,22014.17,18446035,27226820.89
2022-08-11,MIDCPNIFTY,0,0,0.00,1,75,0.05,0.05,53484.42,22014.17,18446035,27226820.89
2022-08-11,NIFTY,172316,8615800,15256.10,94870598,4743529900,8366640.10,8381896.20,53484.42,22014.17,18446035,27226820.89
2022-08-12,BANKNIFTY,115003,2875075,11213.76,31475342,786883550,3068420.86,3079634.62,55743.05,24255.34,18621210,27312032.87
2022-08-12,FINNIFTY,154,6160,11.11,580075,23203000,41719.46,41730.57,55743.05,24255.34,18621210,27312032.87
2022-08-12,MIDCPNIFTY,10,750,0.56,0,0,0.00,0.56,55743.05,24255.34,18621210,27312032.87
2022-08-12,NIFTY,159989,7999450,14162.38,28507052,1425352600,2524479.04,2538641.42,55743.05,24255.34,18621210,27312032.87
2022-08-16,BANKNIFTY,112693,2817325,11081.58,42596387,1064909675,4180055.11,4191136.69,57994.96,25107.5,20203128,27600762.96
2022-08-16,FINNIFTY,149,5960,10.85,7014889,280595560,510252.95,510263.80,57994.96,25107.5,20203128,27600762.96
2022-08-16,MIDCPNIFTY,1,75,0.05,11,825,0.70,0.75,57994.96,25107.5,20203128,27600762.96
2022-08-16,NIFTY,150814,7540700,13451.02,32841853,1642092650,2918888.62,2932339.64,57994.96,25107.5,20203128,27600762.96
2022-08-17,BANKNIFTY,90268,2256700,8898.57,54193571,1354839275,5331692.35,5340590.92,59920.51,26688.61,19956844,27786355.09
2022-08-17,FINNIFTY,158,6320,11.59,38053,1522120,2795.15,2806.74,59920.51,26688.61,19956844,27786355.09
2022-08-17,NIFTY,134213,6710650,12047.65,44643448,2232172400,3989917.04,4001964.69,59920.51,26688.61,19956844,27786355.09
2022-08-18,BANKNIFTY,143096,3577400,14158.41,160282286,4007057150,15817417.30,15831575.71,58927.91,26186.91,19181342,27851117.9
2022-08-18,FINNIFTY,63,2520,4.63,52952,2118080,3884.35,3888.98,58927.91,26186.91,19181342,27851117.9
2022-08-18,NIFTY,217297,10864850,19489.53,110007212,5500360600,9849661.70,9869151.23,58927.91,26186.91,19181342,27851117.9
2022-08-19,BANKNIFTY,214413,5360325,21031.90,53148724,1328718100,5241051.61,5262083.51,67862,28012.61,21583152,27575585.03
2022-08-19,FINNIFTY,178,7120,12.95,348974,13958960,25548.91,25561.86,67862,28012.61,21583152,27575585.03
2022-08-19,NIFTY,285017,14250850,25436.25,45276389,2263819450,4056090.05,4081526.30,67862,28012.61,21583152,27575585.03
2022-08-22,BANKNIFTY,210494,5262350,20243.08,48517423,1212935575,4711284.95,4731528.03,55163.19,25748.31,20474043,27189016.06
2022-08-22,FINNIFTY,103,4120,7.36,1226636,49065440,88059.58,88066.94,55163.19,25748.31,20474043,27189016.06
2022-08-22,NIFTY,251975,12598750,22169.94,43477075,2173853750,3859139.73,3881309.67,55163.19,25748.31,20474043,27189016.06
2022-08-23,BANKNIFTY,233567,5839175,22492.83,70603147,1765078675,6816564.01,6839056.84,56202.52,26229.27,19130516,27324512.69
2022-08-23,FINNIFTY,347,13880,24.77,10790717,431628680,769729.45,769754.22,56202.52,26229.27,19130516,27324512.69
2022-08-23,MIDCPNIFTY,1,75,0.05,26,1950,1.66,1.71,56202.52,26229.27,19130516,27324512.69
2022-08-23,NIFTY,389830,19491500,34212.33,68073889,3403694450,5987970.60,6022182.93,56202.52,26229.27,19130516,27324512.69
2022-08-24,BANKNIFTY,213514,5337850,20778.88,79807198,1995179950,7767462.58,7788241.46,51678.87,25407.2,17988125,27415830.6
2022-08-24,FINNIFTY,116,4640,8.34,27144,1085760,1964.82,1973.16,51678.87,25407.2,17988125,27415830.6
2022-08-24,MIDCPNIFTY,15,1125,0.85,0,0,0.00,0.85,51678.87,25407.2,17988125,27415830.6
2022-08-24,NIFTY,315866,15793300,27813.05,65513954,3275697700,5773513.38,5801326.43,51678.87,25407.2,17988125,27415830.6
2022-08-25,BANKNIFTY,268346,6708650,26379.38,181176709,4529417725,17799768.88,17826148.26,54833.5,29684.13,18646094,27385355.66
2022-08-25,FINNIFTY,94,3760,6.81,59273,2370920,4304.73,4311.54,54833.5,29684.13,18646094,27385355.66
2022-08-25,MIDCPNIFTY,18,1350,1.01,1,75,0.06,1.07,54833.5,29684.13,18646094,27385355.66
2022-08-25,NIFTY,399579,19978950,35336.90,114353884,5717694200,10108159.01,10143495.91,54833.5,29684.13,18646094,27385355.66
2022-08-26,BANKNIFTY,183753,4593825,18067.08,49190943,1229773575,4842146.10,4860213.18,54379.57,26631.34,18722138,27493792.43
2022-08-26,FINNIFTY,120,4800,8.65,363413,14536520,26258.42,26267.07,54379.57,26631.34,18722138,27493792.43
2022-08-26,MIDCPNIFTY,11,825,0.62,0,0,0.00,0.62,54379.57,26631.34,18722138,27493792.43
2022-08-26,NIFTY,209596,10479800,18549.49,35652297,1782614850,3156809.80,3175359.29,54379.57,26631.34,18722138,27493792.43
2022-08-29,BANKNIFTY,159143,3978575,15278.93,48394168,1209854200,4666868.05,4682146.98,53775.42,23833.77,19871722,27245099.38
2022-08-29,FINNIFTY,91,3640,6.42,1208882,48355280,85422.77,85429.19,53775.42,23833.77,19871722,27245099.38
2022-08-29,MIDCPNIFTY,6,450,0.33,1,75,0.06,0.39,53775.42,23833.77,19871722,27245099.38
2022-08-29,NIFTY,246384,12319200,21382.72,49292576,2464628800,4305330.39,4326713.11,53775.42,23833.77,19871722,27245099.38
2022-08-30,BANKNIFTY,202460,5061500,19875.87,77326281,1933157025,7550035.49,7569911.36,67376.78,26708.02,19879541,27817242.45
2022-08-30,FINNIFTY,539,21560,38.90,12099203,483968120,870745.43,870784.33,67376.78,26708.02,19879541,27817242.45
2022-08-30,MIDCPNIFTY,5,375,0.28,11,825,0.66,0.94,67376.78,26708.02,19879541,27817242.45
2022-08-30,NIFTY,256991,12849550,22704.16,67608551,3380427550,5950926.25,5973630.41,67376.78,26708.02,19879541,27817242.45
2022-09-01,BANKNIFTY,240704,6017600,23754.02,204264178,5106604450,20101567.65,20125321.67,65163.21,32739.32,22125947,27664555.72
2022-09-01,FINNIFTY,223,8920,16.19,99493,3979720,7290.29,7306.48,65163.21,32739.32,22125947,27664555.72
2022-09-01,MIDCPNIFTY,3,225,0.17,4,300,0.24,0.41,65163.21,32739.32,22125947,27664555.72
2022-09-01,NIFTY,339986,16999300,29933.43,124678277,6233913850,10970163.15,11000096.58,65163.21,32739.32,22125947,27664555.72
2022-09-02,BANKNIFTY,156692,3917300,15482.89,41707958,1042698950,4130546.96,4146029.85,58141.38,33520.54,19800047,27635044.92
2022-09-02,FINNIFTY,213,8520,15.47,452165,18086600,32737.02,32752.49,58141.38,33520.54,19800047,27635044.92
2022-09-02,MIDCPNIFTY,1,75,0.06,4,300,0.24,0.30,58141.38,33520.54,19800047,27635044.92
2022-09-02,NIFTY,237033,11851650,20838.82,35053783,1752689150,3096930.09,3117768.91,58141.38,33520.54,19800047,27635044.92
2022-09-05,BANKNIFTY,144172,3604300,14374.94,44093825,1102345625,4384558.42,4398933.36,52213.8,35764.02,18293021,27765360.25
2022-09-05,FINNIFTY,126,5040,9.22,1572685,62907400,114914.46,114923.68,52213.8,35764.02,18293021,27765360.25
2022-09-05,MIDCPNIFTY,4,300,0.22,0,0,0.00,0.22,52213.8,35764.02,18293021,27765360.25
2022-09-05,NIFTY,162559,8127950,14373.37,33250928,1662546400,2938133.70,2952507.07,52213.8,35764.02,18293021,27765360.25
2022-09-06,BANKNIFTY,179304,4482600,17895.34,65196729,1629918225,6511432.71,6529328.05,55900.2,36785.86,19011710,27820629.5
2022-09-06,FINNIFTY,312,12480,22.82,18915715,756628600,1381784.02,1381806.84,55900.2,36785.86,19011710,27820629.5
2022-09-06,MIDCPNIFTY,5,375,0.28,140,10500,8.39,8.67,55900.2,36785.86,19011710,27820629.5
2022-09-06,NIFTY,195175,9758750,17267.58,45350918,2267545900,4012534.01,4029801.59,55900.2,36785.86,19011710,27820629.5
2022-09-07,BANKNIFTY,154599,3864975,15291.40,68467011,1711675275,6796316.79,6811608.19,62799.6,33893.08,19096612,27875303.93
2022-09-07,FINNIFTY,148,5920,10.77,111000,4440000,8133.90,8144.67,62799.6,33893.08,19096612,27875303.93
2022-09-07,NIFTY,179298,8964900,15789.46,57202792,2860139600,5050707.11,5066496.57,62799.6,33893.08,19096612,27875303.93
2022-09-08,BANKNIFTY,175128,4378200,17582.25,169252902,4231322550,16927271.35,16944853.60,59030.13,30242.61,18955174,28053994.99
2022-09-08,FINNIFTY,184,7360,13.52,119752,4790080,8825.08,8838.60,59030.13,30242.61,18955174,28053994.99
2022-09-08,MIDCPNIFTY,0,0,0.00,1,75,0.06,0.06,59030.13,30242.61,18955174,28053994.99
2022-09-08,NIFTY,201265,10063250,17896.73,98843881,4942194050,8764099.93,8781996.66,59030.13,30242.61,18955174,28053994.99
2022-09-09,BANKNIFTY,135962,3399050,13793.64,38045400,951135000,3861853.69,3875647.33,57838,29792.54,19722636,28091506.96
2022-09-09,FINNIFTY,114,4560,8.43,688720,27548800,50815.23,50823.66,57838,29792.54,19722636,28091506.96
2022-09-09,MIDCPNIFTY,0,0,0.00,1,75,0.06,0.06,57838,29792.54,19722636,28091506.96
2022-09-09,NIFTY,162909,8145450,14576.28,30013331,1500666550,2689106.28,2703682.56,57838,29792.54,19722636,28091506.96
2022-09-12,BANKNIFTY,110299,2757475,11216.10,34036807,850920175,3456253.77,3467469.87,54086.44,23049.16,18111088,28307164.69
2022-09-12,FINNIFTY,98,3920,7.25,1707632,68305280,126231.43,126238.68,54086.44,23049.16,18111088,28307164.69
2022-09-12,NIFTY,140546,7027300,12632.23,30103427,1505171350,2701734.29,2714366.52,54086.44,23049.16,18111088,28307164.69
