Date,Symbol,No of Contracts Traded,Traded Quantity,Total Traded Value (Rs. In Crs.)
2025-02-13,MIDCPNIFTY,415618,49874160,58266.24
2025-02-13,NIFTY,250229800,18767235000,43408995.34
2025-02-13,NIFTYNXT50,1954,48850,288.48
2025-02-14,BANKNIFTY,9196032,275880960,1381845.61
2025-02-14,FINNIFTY,186946,12151490,28338.61
2025-02-14,MIDCPNIFTY,888727,106647240,121695.56
2025-02-14,NIFTY,63965195,4797389625,11074232.79
2025-02-14,NIFTYNXT50,2187,54675,332.46
2025-02-17,BANKNIFTY,8968580,269057400,1336982.01
2025-02-17,FINNIFTY,195494,12707110,29690.47
2025-02-17,MIDCPNIFTY,744655,89358600,100798.23
2025-02-17,NIFTY,61395656,4604674200,10600982.64
2025-02-17,NIFTYNXT50,1132,28300,179.20
2025-02-18,BANKNIFTY,7155178,214655340,1068981.97
2025-02-18,FINNIFTY,175462,11405030,26771.71
2025-02-18,MIDCPNIFTY,559172,67100640,76266.24
2025-02-18,NIFTY,56868815,4265161125,9819009.72
2025-02-18,NIFTYNXT50,620,15500,86.20
2025-02-19,BANKNIFTY,10501935,315058050,1569618.20
2025-02-19,FINNIFTY,307241,19970665,47180.44
2025-02-19,MIDCPNIFTY,720108,86412960,98094.90
2025-02-19,NIFTY,100325956,7524446700,17311031.45
2025-02-19,NIFTYNXT50,1005,25125,152.81
2025-02-20,BANKNIFTY,8357432,250722960,1247814.05
2025-02-20,FINNIFTY,246515,16023475,37684.42
2025-02-20,MIDCPNIFTY,740195,88823400,100971.28
2025-02-20,NIFTY,177356681,13301751075,30522345.72
2025-02-20,NIFTYNXT50,2378,59450,372.85
2025-02-21,BANKNIFTY,15692783,470783490,2330032.67
2025-02-21,FINNIFTY,556841,36194665,84484.22
2025-02-21,MIDCPNIFTY,1562665,187519800,213732.44
2025-02-21,NIFTY,45554058,3416554350,7841306.41
2025-02-21,NIFTYNXT50,4246,106150,691.63
2025-02-24,BANKNIFTY,19120370,573611100,2812761.73
2025-02-24,FINNIFTY,747788,48606220,112455.21
2025-02-24,MIDCPNIFTY,1763787,211654440,237203.47
2025-02-24,NIFTY,51374491,3853086825,8808282.31
2025-02-24,NIFTYNXT50,4457,111425,701.40
2025-02-25,BANKNIFTY,19551399,586541970,2870862.25
2025-02-25,FINNIFTY,890857,57905705,133860.69
2025-02-25,MIDCPNIFTY,1841917,221030040,247616.85
2025-02-25,NIFTY,49137157,3685286775,8390001.15
2025-02-25,NIFTYNXT50,2171,54275,330.85
2025-02-27,BANKNIFTY,91081483,2732444490,13376939.43
2025-02-27,FINNIFTY,8825286,573643590,1331625.12
2025-02-27,MIDCPNIFTY,17780050,2133606000,2345044.16
2025-02-27,NIFTY,108171267,8112845025,18360079.53
2025-02-27,NIFTYNXT50,81107,2027675,11964.68
2025-02-28,BANKNIFTY,5844872,175346160,861564.10
2025-02-28,FINNIFTY,101487,6596655,15277.96
2025-02-28,MIDCPNIFTY,288195,34583400,38557.42
2025-02-28,NIFTY,56481809,4236135675,9516850.08
2025-02-28,NIFTYNXT50,595,14875,89.97
2025-03-03,BANKNIFTY,5105238,153157140,749302.63
2025-03-03,FINNIFTY,105474,6855810,15800.48
2025-03-03,MIDCPNIFTY,292149,35057880,38705.19
2025-03-03,NIFTY,64654075,4849055625,10809369.15
2025-03-03,NIFTYNXT50,547,13675,82.17
2025-03-04,BANKNIFTY,4755206,142656180,698428.15
2025-03-04,FINNIFTY,75131,4883515,11370.02
2025-03-04,MIDCPNIFTY,238125,28575000,31590.86
2025-03-04,NIFTY,52301372,3922602900,8723163.00
2025-03-04,NIFTYNXT50,742,18550,112.51
2025-03-05,BANKNIFTY,4803021,144090630,707514.24
2025-03-05,FINNIFTY,114050,7413250,17244.47
2025-03-05,MIDCPNIFTY,304351,36522120,41017.14
2025-03-05,NIFTY,110655150,8299136250,18520271.64
2025-03-05,NIFTYNXT50,798,19950,120.93
2025-03-06,BANKNIFTY,4614231,138426930,680471.48
2025-03-06,FINNIFTY,91123,5922995,13853.73
2025-03-06,MIDCPNIFTY,231253,27750360,31517.57
2025-03-06,NIFTY,279749137,20981185275,47056945.82
2025-03-06,NIFTYNXT50,1050,26250,160.96
2025-03-07,BANKNIFTY,6337918,190137540,934393.86
2025-03-07,FINNIFTY,98613,6409845,14814.22
2025-03-07,MIDCPNIFTY,299041,35884920,40639.18
2025-03-07,NIFTY,59725540,4479415500,10144293.64
2025-03-07,NIFTYNXT50,755,18875,115.75
2025-03-10,BANKNIFTY,6049971,181499130,888992.52
2025-03-10,FINNIFTY,101691,6609915,15465.67
2025-03-10,MIDCPNIFTY,295160,35419200,40085.43
2025-03-10,NIFTY,69157586,5186818950,11728661.98
2025-03-10,NIFTYNXT50,609,15225,92.21
2025-03-11,BANKNIFTY,5731340,171940200,835931.88
2025-03-11,FINNIFTY,130955,8512075,19869.35
2025-03-11,MIDCPNIFTY,271296,32555520,36486.20
2025-03-11,NIFTY,67520530,5064039750,11391551.70
2025-03-11,NIFTYNXT50,430,10750,65.19
2025-03-12,BANKNIFTY,6204070,186122100,902690.31
2025-03-12,FINNIFTY,137111,8912215,20653.38
2025-03-12,MIDCPNIFTY,375897,45107640,50437.21
2025-03-12,NIFTY,126418910,9481418250,21334354.22
2025-03-12,NIFTYNXT50,1308,32700,199.46
2025-03-13,BANKNIFTY,5898626,176958780,859379.52
2025-03-13,FINNIFTY,92879,6037135,14124.27
2025-03-13,MIDCPNIFTY,338193,40583160,45225.36
2025-03-13,NIFTY,247454953,18559121475,41726745.39
2025-03-13,NIFTYNXT50,1281,32025,191.36
2025-03-17,BANKNIFTY,6068363,182050890,885859.94
2025-03-17,FINNIFTY,155617,10115105,23647.49
2025-03-17,MIDCPNIFTY,432350,51882000,57295.52
2025-03-17,NIFTY,59056844,4429263300,9983848.34
2025-03-17,NIFTYNXT50,938,23450,139.44
2025-03-18,BANKNIFTY,8992409,269772270,1328011.62
2025-03-18,FINNIFTY,241061,15668965,37175.54
2025-03-18,MIDCPNIFTY,517896,62147520,68976.60
2025-03-18,NIFTY,67097847,5032338525,11430066.17
2025-03-18,NIFTYNXT50,1525,38125,231.02
2025-03-19,BANKNIFTY,9491051,284731530,1413425.12
2025-03-19,FINNIFTY,286156,18600140,44733.06
2025-03-19,MIDCPNIFTY,843457,101214840,114481.92
2025-03-19,NIFTY,94126009,7059450675,16146506.41
2025-03-19,NIFTYNXT50,5458,136450,846.51
2025-03-20,BANKNIFTY,9753177,292595310,1462640.91
2025-03-20,FINNIFTY,338085,21975525,53089.36
2025-03-20,MIDCPNIFTY,972556,116706720,133126.25
2025-03-20,NIFTY,245888793,18441659475,42547329.97
2025-03-20,NIFTYNXT50,2971,74275,469.49
2025-03-21,BANKNIFTY,16742795,502283850,2533157.96
2025-03-21,FINNIFTY,711770,46265050,112945.38
2025-03-21,MIDCPNIFTY,1768637,212236440,243588.52
2025-03-21,NIFTY,64667800,4850085000,11318698.18
2025-03-21,NIFTYNXT50,3717,92925,590.15
2025-03-24,BANKNIFTY,24911855,747355650,3855950.19
2025-03-24,FINNIFTY,1240583,80637895,201305.92
2025-03-24,MIDCPNIFTY,1922877,230745240,269449.17
2025-03-24,NIFTY,69290674,5196800550,12247863.25
2025-03-24,NIFTYNXT50,4572,114300,735.48
2025-03-25,BANKNIFTY,19714746,591442380,3065063.32
2025-03-25,FINNIFTY,1171083,76120395,191860.47
2025-03-25,MIDCPNIFTY,2209801,265176120,309748.80
2025-03-25,NIFTY,71756940,5381770500,12778196.96
2025-03-25,NIFTYNXT50,4074,101850,647.59
2025-03-26,BANKNIFTY,40017579,1200527370,6194068.58
2025-03-26,FINNIFTY,2444969,158922985,398295.19
2025-03-26,MIDCPNIFTY,3815925,457911000,532206.20
2025-03-26,NIFTY,104841684,7863126300,18634428.94
2025-03-26,NIFTYNXT50,9739,243475,1540.52
2025-03-27,BANKNIFTY,120861760,3625852800,18673948.90
2025-03-27,FINNIFTY,10142541,659265165,1649458.31
2025-03-27,MIDCPNIFTY,10020144,1202417280,1384594.11
2025-03-27,NIFTY,182392905,13679467875,32234656.68
2025-03-27,NIFTYNXT50,98525,2463125,15576.51
2025-03-28,BANKNIFTY,5384191,161525730,841886.25
2025-03-28,FINNIFTY,65830,4278950,10904.34
2025-03-28,MIDCPNIFTY,280144,33617280,39613.68
2025-03-28,NIFTY,60429864,4532239800,10707353.62
2025-03-28,NIFTYNXT50,442,11050,71.74
2025-04-01,BANKNIFTY,4643123,139293690,721467.35
2025-04-01,FINNIFTY,69359,4508335,11377.82
2025-04-01,MIDCPNIFTY,222893,26747160,31362.00
2025-04-01,NIFTY,70695513,5302163475,12411316.27
2025-04-01,NIFTYNXT50,244,6100,39.13
2025-04-02,BANKNIFTY,4227551,126826530,654935.75
2025-04-02,FINNIFTY,57436,3733340,9388.02
2025-04-02,MIDCPNIFTY,291441,34972920,40838.29
2025-04-02,NIFTY,102834973,7712622975,17964046.73
2025-04-02,NIFTYNXT50,280,7000,43.79
2025-04-03,BANKNIFTY,5022777,150683310,782984.85
2025-04-03,FINNIFTY,67293,4374045,10975.67
2025-04-03,MIDCPNIFTY,323998,38879760,45489.13
2025-04-03,NIFTY,206713455,15503509125,36056649.55
2025-04-03,NIFTYNXT50,259,6475,40.65
2025-04-04,BANKNIFTY,6048115,181443450,945765.32
2025-04-04,FINNIFTY,121458,7894770,19807.25
2025-04-04,MIDCPNIFTY,460121,55214520,63612.77
2025-04-04,NIFTY,66717668,5003825100,11581886.90
2025-04-04,NIFTYNXT50,668,16700,103.46
2025-04-07,BANKNIFTY,8531277,255938310,1292081.77
2025-04-07,FINNIFTY,155840,10129600,24740.39
2025-04-07,MIDCPNIFTY,276004,33120480,37195.98
2025-04-07,NIFTY,73103403,5482755225,12469625.51
2025-04-07,NIFTYNXT50,261,6525,40.44
2025-04-08,BANKNIFTY,6412796,192383880,981605.95
2025-04-08,FINNIFTY,81040,5267600,13000.88
2025-04-08,MIDCPNIFTY,230980,27717600,31057.34
2025-04-08,NIFTY,88024818,6601861350,14995067.68
2025-04-08,NIFTYNXT50,207,5175,32.60
2025-04-09,BANKNIFTY,6057653,181729590,925533.78
2025-04-09,FINNIFTY,84677,5504005,13545.84
2025-04-09,MIDCPNIFTY,226458,27174960,30477.04
2025-04-09,NIFTY,210670916,15800318700,35514426.51
2025-04-09,NIFTYNXT50,309,7725,47.86
2025-04-11,BANKNIFTY,6339625,190188750,975654.76
2025-04-11,FINNIFTY,113656,7387640,18322.78
2025-04-11,MIDCPNIFTY,295628,35475360,40253.01
2025-04-11,NIFTY,47879960,3590997000,8264582.61
2025-04-11,NIFTYNXT50,258,6450,40.08
2025-04-15,BANKNIFTY,7208220,216246600,1118259.65
2025-04-15,FINNIFTY,160827,10453755,26274.00
2025-04-15,MIDCPNIFTY,344026,41283120,47286.23
2025-04-15,NIFTY,45031760,3377382000,7843569.45
2025-04-15,NIFTYNXT50,876,21900,132.70
2025-04-16,BANKNIFTY,9597346,287920380,1513834.24
2025-04-16,FINNIFTY,241210,15678650,39857.15
2025-04-16,MIDCPNIFTY,478718,57446160,66773.93
2025-04-16,NIFTY,101589045,7619178375,17804884.30
2025-04-16,NIFTYNXT50,985,24625,154.40
2025-04-17,BANKNIFTY,13548454,406453620,2183635.33
2025-04-17,FINNIFTY,499125,32443125,83832.85
2025-04-17,MIDCPNIFTY,630452,75654240,88082.88
2025-04-17,NIFTY,293949838,22046237850,52046950.92
2025-04-17,NIFTYNXT50,973,24325,154.19
2025-04-21,BANKNIFTY,19032919,570987570,3122980.36
2025-04-21,FINNIFTY,639541,41570165,109504.99
2025-04-21,MIDCPNIFTY,1363186,163582320,194362.41
2025-04-21,NIFTY,56907800,4268085000,10205823.55
2025-04-21,NIFTYNXT50,1672,41800,270.63
2025-04-22,BANKNIFTY,23420857,702625710,3895133.14
2025-04-22,FINNIFTY,754705,49055825,130692.33
2025-04-22,MIDCPNIFTY,1694095,203291400,246489.35
2025-04-22,NIFTY,47214464,3541084800,8509669.19
2025-04-22,NIFTYNXT50,3259,81475,526.85
2025-04-23,BANKNIFTY,39753776,1192613280,6597097.31
2025-04-23,FINNIFTY,2074099,134816435,357472.42
2025-04-23,MIDCPNIFTY,4059899,487187880,594111.72
2025-04-23,NIFTY,103490986,7761823950,18793566.24
2025-04-23,NIFTYNXT50,5771,144275,940.61
2025-04-24,BANKNIFTY,106715302,3201459060,17695890.72
2025-04-24,FINNIFTY,6405718,416371670,1098360.12
2025-04-24,MIDCPNIFTY,10966874,1316024880,1615636.32
2025-04-24,NIFTY,151149585,11336218875,27470233.72
2025-04-24,NIFTYNXT50,103179,2579475,17005.98
2025-04-25,BANKNIFTY,5366144,160994945,889717.15
2025-04-25,FINNIFTY,60533,3934645,10534.41
2025-04-25,MIDCPNIFTY,203036,24364320,30024.67
2025-04-25,NIFTY,73868595,5540144625,13358405.86
2025-04-25,NIFTYNXT50,264,6600,43.94
2025-04-28,BANKNIFTY,4177101,125318980,701950.68
2025-04-28,FINNIFTY,47649,3097185,8271.46
2025-04-28,MIDCPNIFTY,140673,16880760,20894.21
2025-04-28,NIFTY,68497795,5137334625,12419163.23
2025-04-28,NIFTYNXT50,198,4950,33.06
2025-04-29,BANKNIFTY,3949248,118483435,665498.50
2025-04-29,FINNIFTY,39378,2559570,6849.23
2025-04-29,MIDCPNIFTY,124444,14933280,18771.97
2025-04-29,NIFTY,73419370,5506452750,13372285.23
2025-04-29,NIFTYNXT50,118,2950,19.78
2025-04-30,BANKNIFTY,3352291,100575030,561138.15
2025-04-30,FINNIFTY,36364,2363660,6328.08
2025-04-30,MIDCPNIFTY,140902,16908240,20984.45
2025-04-30,NIFTY,226825350,17011901250,41332339.12
2025-04-30,NIFTYNXT50,176,4400,28.94
2025-05-02,BANKNIFTY,4185462,125568135,703433.49
2025-05-02,FINNIFTY,59408,3861520,10396.16
2025-05-02,MIDCPNIFTY,188053,22566360,27873.92
2025-05-02,NIFTY,70950323,5321274225,12974130.51
2025-05-02,NIFTYNXT50,199,4975,33.23
2025-05-05,BANKNIFTY,3449341,103485965,579415.24
2025-05-05,FINNIFTY,40374,2624310,7024.36
2025-05-05,MIDCPNIFTY,169462,20335440,25267.23
2025-05-05,NIFTY,60047564,4503567300,10997565.64
2025-05-05,NIFTYNXT50,449,11225,73.80
2025-05-06,BANKNIFTY,3597943,107946565,603603.62
2025-05-06,FINNIFTY,32851,2135315,5649.65
2025-05-06,MIDCPNIFTY,187502,22500260,27835.12
2025-05-06,NIFTY,53795796,4034684700,9817264.86
2025-05-06,NIFTYNXT50,323,8075,53.39
2025-05-07,BANKNIFTY,4278981,128377365,710864.66
2025-05-07,FINNIFTY,46010,2990650,7949.08
2025-05-07,MIDCPNIFTY,251864,30223680,37344.22
2025-05-07,NIFTY,110189332,8264199900,20083504.04
2025-05-07,NIFTYNXT50,298,7450,48.60
2025-05-08,BANKNIFTY,4788674,143671130,793530.69
2025-05-08,FINNIFTY,53817,3498105,9221.73
2025-05-08,MIDCPNIFTY,279051,33486120,41377.80
2025-05-08,NIFTY,250081888,18756141600,45594328.93
2025-05-08,NIFTYNXT50,349,8725,57.26
2025-05-09,BANKNIFTY,4778744,143382315,784623.77
2025-05-09,FINNIFTY,66670,4333550,11299.56
2025-05-09,MIDCPNIFTY,292467,35096040,42963.31
2025-05-09,NIFTY,47123805,3534285375,8522149.89
2025-05-09,NIFTYNXT50,389,9725,63.05
2025-05-12,BANKNIFTY,6327771,189852530,1047107.23
2025-05-12,FINNIFTY,83361,5418465,14470.26
2025-05-12,MIDCPNIFTY,295646,35477520,44167.60
2025-05-12,NIFTY,68553750,5141531250,12673351.59
2025-05-12,NIFTYNXT50,640,16000,105.32
2025-05-13,BANKNIFTY,4497975,134951075,747206.02
2025-05-13,FINNIFTY,53325,3466125,9229.63
2025-05-13,MIDCPNIFTY,256354,30762480,39041.98
2025-05-13,NIFTY,75797857,5684839275,14088629.23
2025-05-13,NIFTYNXT50,568,14200,93.88
2025-05-14,BANKNIFTY,5049122,151489025,836039.69
2025-05-14,FINNIFTY,68238,4435470,11776.79
2025-05-14,MIDCPNIFTY,218050,26166000,33147.84
2025-05-14,NIFTY,121303288,9097746600,22456070.51
2025-05-14,NIFTYNXT50,356,8900,59.21
2025-05-15,BANKNIFTY,5372804,161200335,890030.87
2025-05-15,FINNIFTY,71087,4620655,12276.25
2025-05-15,MIDCPNIFTY,251371,30164520,38502.28
2025-05-15,NIFTY,323623530,24271764750,60277452.47
2025-05-15,NIFTYNXT50,612,15300,102.31
2025-05-16,BANKNIFTY,3589471,107695365,597803.38
2025-05-16,FINNIFTY,53694,3490110,9332.04
2025-05-16,MIDCPNIFTY,296784,35614080,46071.28
2025-05-16,NIFTY,42874471,3215585325,8046128.11
2025-05-16,NIFTYNXT50,1173,29325,197.62
2025-05-19,BANKNIFTY,5467711,164046295,915285.15
2025-05-19,FINNIFTY,80702,5245630,14093.51
2025-05-19,MIDCPNIFTY,302978,36357360,46698.32
2025-05-19,NIFTY,43980113,3298508475,8259877.24
2025-05-19,NIFTYNXT50,955,23875,162.48
2025-05-20,BANKNIFTY,5187097,155625905,865794.09
2025-05-20,FINNIFTY,83978,5458570,14613.16
2025-05-20,MIDCPNIFTY,348435,41812200,53766.91
2025-05-20,NIFTY,62896242,4717218150,11776890.26
2025-05-20,NIFTYNXT50,780,19500,131.52
2025-05-21,BANKNIFTY,6627541,198840475,1102390.94
2025-05-21,FINNIFTY,102330,6651450,17681.16
2025-05-21,MIDCPNIFTY,370705,44484600,56801.90
2025-05-21,NIFTY,119396951,8954771325,22302710.45
2025-05-21,NIFTYNXT50,694,17350,116.90
2025-05-22,BANKNIFTY,5978507,179374720,994988.53
2025-05-22,FINNIFTY,139501,9067565,24120.79
2025-05-22,MIDCPNIFTY,498117,59774040,75787.22
2025-05-22,NIFTY,289715758,21728681850,53558440.20
2025-05-22,NIFTYNXT50,1254,31350,212.10
2025-05-23,BANKNIFTY,9457292,283773300,1576859.36
2025-05-23,FINNIFTY,286753,18638945,49434.34
2025-05-23,MIDCPNIFTY,583028,69963360,88191.28
2025-05-23,NIFTY,49197718,3689828850,9187250.30
2025-05-23,NIFTYNXT50,1152,28800,195.25
2025-05-26,BANKNIFTY,9778187,293385380,1631112.11
2025-05-26,FINNIFTY,295401,19201065,51243.93
2025-05-26,MIDCPNIFTY,507788,60934560,77155.96
2025-05-26,NIFTY,46437426,3482806950,8704947.90
2025-05-26,NIFTYNXT50,831,20775,141.03
2025-05-27,BANKNIFTY,12583357,377560295,2109915.21
2025-05-27,FINNIFTY,367270,23872550,63654.61
2025-05-27,MIDCPNIFTY,736145,88337400,112410.09
2025-05-27,NIFTY,63001377,4725103275,11823612.66
2025-05-27,NIFTYNXT50,953,23825,161.18
2025-05-28,BANKNIFTY,19550498,586550220,3263638.04
2025-05-28,FINNIFTY,619251,40251315,107093.83
2025-05-28,MIDCPNIFTY,2311255,277350600,352997.53
2025-05-28,NIFTY,75517098,5663782350,14103250.34
2025-05-28,NIFTYNXT50,3255,81375,546.04
2025-05-29,BANKNIFTY,81548833,2446530965,13559734.44
2025-05-29,FINNIFTY,5940682,386144330,1021825.91
2025-05-29,MIDCPNIFTY,7287728,874527360,1109199.36
2025-05-29,NIFTY,212288290,15921621750,39543208.76
2025-05-29,NIFTYNXT50,38252,956300,6410.10
2025-05-30,BANKNIFTY,2887409,86721785,487627.39
2025-05-30,FINNIFTY,45297,2944305,7944.58
2025-05-30,MIDCPNIFTY,97791,11734920,15206.30
2025-05-30,NIFTY,36609409,2745705675,6852368.81
2025-05-30,NIFTYNXT50,76,1900,12.92
2025-06-02,BANKNIFTY,3013519,90531170,510726.59
2025-06-02,FINNIFTY,50241,3265665,8809.68
2025-06-02,MIDCPNIFTY,112745,13529400,17445.81
2025-06-02,NIFTY,50873125,3815484375,9491802.09
2025-06-02,NIFTYNXT50,143,3575,24.41
2025-06-03,BANKNIFTY,2716346,81584435,460785.72
2025-06-03,FINNIFTY,44917,2919605,7825.61
2025-06-03,MIDCPNIFTY,102845,12341660,15946.53
2025-06-03,NIFTY,62637612,4697820900,11666480.04
2025-06-03,NIFTYNXT50,89,2225,15.00
2025-06-04,BANKNIFTY,2485593,74705130,421219.64
2025-06-04,FINNIFTY,42224,2744560,7369.38
2025-06-04,MIDCPNIFTY,147979,17757760,22908.73
2025-06-04,NIFTY,72339022,5425426650,13421440.57
2025-06-04,NIFTYNXT50,363,9075,61.84
2025-06-05,BANKNIFTY,2491598,74848015,421005.07
2025-06-05,FINNIFTY,37394,2430610,6524.22
2025-06-05,MIDCPNIFTY,159975,19197240,24977.32
2025-06-05,NIFTY,277571584,20817868800,51605068.55
2025-06-05,NIFTYNXT50,223,5575,37.98
2025-06-06,BANKNIFTY,5909089,177681995,1009107.01
2025-06-06,FINNIFTY,113756,7394140,20054.84
2025-06-06,MIDCPNIFTY,244251,29310720,38563.66
2025-06-06,NIFTY,56137784,4210333800,10532361.34
2025-06-06,NIFTYNXT50,278,6950,47.64
2025-06-09,BANKNIFTY,2920236,87894745,497066.96
2025-06-09,FINNIFTY,48868,3176420,8642.39
2025-06-09,MIDCPNIFTY,199375,23927800,31882.60
2025-06-09,NIFTY,35021982,2626648650,6603395.94
2025-06-09,NIFTYNXT50,500,12500,86.39
2025-06-10,BANKNIFTY,2732327,82212815,468434.42
2025-06-10,FINNIFTY,51384,3339960,9061.65
2025-06-10,MIDCPNIFTY,151374,18173140,24377.49
2025-06-10,NIFTY,44139845,3310488375,8314763.13
2025-06-10,NIFTYNXT50,507,12675,88.40
2025-06-11,BANKNIFTY,3578125,107605650,612480.09
2025-06-11,FINNIFTY,66733,4337645,11775.63
2025-06-11,MIDCPNIFTY,238707,28652300,38554.11
2025-06-11,NIFTY,92682027,6951152025,17493283.01
2025-06-11,NIFTYNXT50,389,9725,67.40
2025-06-12,BANKNIFTY,3681835,110758415,626765.04
2025-06-12,FINNIFTY,68619,4460235,12085.17
2025-06-12,MIDCPNIFTY,285150,34232480,45619.04
2025-06-12,NIFTY,296279673,22220975475,55632413.66
2025-06-12,NIFTYNXT50,498,12450,85.60
2025-06-13,BANKNIFTY,4388404,132221475,742486.24
2025-06-13,FINNIFTY,69783,4535895,12153.23
2025-06-13,MIDCPNIFTY,357632,42925660,56517.07
2025-06-13,NIFTY,45735627,3430172025,8514509.21
2025-06-13,NIFTYNXT50,435,10875,74.10
2025-06-16,BANKNIFTY,4318458,129988085,731648.40
2025-06-16,FINNIFTY,90773,5900245,15777.19
2025-06-16,MIDCPNIFTY,319064,38297160,50412.66
2025-06-16,NIFTY,55633973,4172547975,10406543.59
2025-06-16,NIFTYNXT50,459,11475,78.44
2025-06-17,BANKNIFTY,3451007,103889430,585201.90
2025-06-17,FINNIFTY,70696,4595240,12295.73
2025-06-17,MIDCPNIFTY,291194,34953340,46180.38
2025-06-17,NIFTY,49941592,3745619400,9342901.93
2025-06-17,NIFTYNXT50,509,12725,86.99
2025-06-18,BANKNIFTY,4252431,127942925,717752.93
2025-06-18,FINNIFTY,83605,5434325,14484.26
2025-06-18,MIDCPNIFTY,397197,47689380,62792.98
2025-06-18,NIFTY,96967394,7272554550,18073375.57
2025-06-18,NIFTYNXT50,644,16100,109.48
2025-06-19,BANKNIFTY,5196076,156455240,879380.90
2025-06-19,FINNIFTY,109379,7109635,18938.52
2025-06-19,MIDCPNIFTY,748489,89897620,116808.72
2025-06-19,NIFTY,260463130,19534734750,48505703.33
2025-06-19,NIFTYNXT50,1105,27625,186.29
2025-06-20,BANKNIFTY,8658596,260658875,1465629.74
2025-06-20,FINNIFTY,334842,21764730,58052.64
2025-06-20,MIDCPNIFTY,1026140,123203020,159583.84
2025-06-20,NIFTY,53189440,3989208000,9947428.43
2025-06-20,NIFTYNXT50,1198,29950,201.31
2025-06-23,BANKNIFTY,8864753,267309845,1499039.64
2025-06-23,FINNIFTY,348154,22630010,60165.07
2025-06-23,MIDCPNIFTY,1136423,136492420,177735.18
2025-06-23,NIFTY,60827360,4562052000,11399667.30
2025-06-23,NIFTYNXT50,2426,60650,411.58
2025-06-24,BANKNIFTY,12828170,387195310,2187795.77
2025-06-24,FINNIFTY,523342,34017230,91299.84
2025-06-24,MIDCPNIFTY,1158534,139215220,182942.04
2025-06-24,NIFTY,93030532,6977289900,17553290.63
2025-06-24,NIFTYNXT50,3460,86500,587.73
2025-06-25,BANKNIFTY,16666841,501996290,2841927.47
2025-06-25,FINNIFTY,873802,56797130,152520.72
2025-06-25,MIDCPNIFTY,1966024,236166540,312229.30
2025-06-25,NIFTY,93851881,7038891075,17685661.18
2025-06-25,NIFTYNXT50,5874,146850,1002.22
2025-06-26,BANKNIFTY,88416294,2656822635,15119776.94
2025-06-26,FINNIFTY,5680432,369228080,1000801.35
2025-06-26,MIDCPNIFTY,6355268,763187940,1011631.99
2025-06-26,NIFTY,268030143,20102260725,50944200.94
2025-06-26,NIFTYNXT50,23259,581475,3955.05
2025-06-27,BANKNIFTY,1841924,64467340,371294.71
2025-06-27,FINNIFTY,37861,2460965,6793.25
2025-06-27,MIDCPNIFTY,169954,23793560,32500.59
2025-06-27,NIFTY,44791803,3359385225,8599257.79
2025-06-27,NIFTYNXT50,118,2950,20.70
2025-06-30,BANKNIFTY,1651792,57812720,335189.59
2025-06-30,FINNIFTY,31062,2019030,5570.75
2025-06-30,MIDCPNIFTY,146345,20488300,27938.18
2025-06-30,NIFTY,58123321,4359249075,11179098.77
2025-06-30,NIFTYNXT50,299,7475,52.64
2025-07-01,BANKNIFTY,1674882,58620870,337194.93
2025-07-01,FINNIFTY,25480,1656200,4516.43
2025-07-01,MIDCPNIFTY,138805,19432700,26428.72
2025-07-01,NIFTY,46830122,3512259150,8981829.24
2025-07-01,NIFTYNXT50,201,5025,35.39
2025-07-02,BANKNIFTY,2092105,73223675,421617.07
2025-07-02,FINNIFTY,51370,3339050,9047.82
2025-07-02,MIDCPNIFTY,177504,24850560,33856.36
2025-07-02,NIFTY,101150262,7586269650,19389863.57
2025-07-02,NIFTYNXT50,224,5600,39.36
2025-07-03,BANKNIFTY,1778398,62243930,359553.38
2025-07-03,FINNIFTY,38997,2534805,6875.71
2025-07-03,MIDCPNIFTY,141109,19755260,27040.96
2025-07-03,NIFTY,312047121,23403534075,59730413.90
2025-07-03,NIFTYNXT50,322,8050,56.55
2025-07-04,BANKNIFTY,2129302,74525570,428613.46
2025-07-04,FINNIFTY,47165,3065725,8304.05
2025-07-04,MIDCPNIFTY,186861,26160540,35738.02
2025-07-04,NIFTY,49249654,3693724050,9420658.34
2025-07-04,NIFTYNXT50,551,13775,96.37
2025-07-07,BANKNIFTY,1683010,58905350,338285.42
2025-07-07,FINNIFTY,26758,1739270,4724.44
2025-07-07,MIDCPNIFTY,130410,18257400,24861.29
2025-07-07,NIFTY,44036563,3302742225,8434165.85
2025-07-07,NIFTYNXT50,515,12875,90.08
2025-07-08,BANKNIFTY,1797078,62897730,362407.76
2025-07-08,FINNIFTY,64862,4216030,11482.27
